Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Env_0Min_(TMT 127C PCN),_Env_0Min_(TMT 128N PCN),WT_5Min_(TMT 128C PCN),WT_5Min_(TMT 129N PCN),_Env_5Min_(TMT 129C PCN),_Env_5Min_(TMT 130N PCN),_Genome_5Min_(TMT 130C PCN),_Genome_5Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG247692,tr|A0A087WZV0|A0A087WZV0_HUMAN Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens GN=PPIP5K2 PE=1 SV=1,1278,15.88,15.26,2.034,2,44,17,1,3,3,0,5.90E-194,3,3,58969.61475,52869.81758,51126.92603,53567.37337,55824.8667,48998.80528,54561.59182,56078.58451,55517.81599,55777.0651,O43314|A0A087WZV0,PPIP5K2
PG247864,sp|Q8TAF3|WDR48_HUMAN WD repeat-containing protein 48 OS=Homo sapiens GN=WDR48 PE=1 SV=1,677,25.26,25.26,0,1,31,14,0,3,3,0,4.53E-192,3,3,15711.3582,20519.5617,18246.07059,17113.10671,17471.31568,15753.6544,17337.8223,22111.51175,20168.23471,20219.57279,Q8TAF3,WDR48
PG243085,sp|Q71RC2-4|LARP4_HUMAN Isoform 4 of La-related protein 4 OS=Homo sapiens GN=LARP4,730,23.15,6.575,4.521,3,53,13,9,6,6,3,9.66E-191,3,3,38229.68266,41119.04887,32849.50754,34726.63737,34988.16747,34327.53889,33677.77043,33978.85331,34127.89241,38794.57977,Q71RC2|Q71RC2-4|Q71RC2-5,LARP4
PG246756,sp|Q96RS0|TGS1_HUMAN Trimethylguanosine synthase OS=Homo sapiens GN=TGS1 PE=1 SV=3,853,22.98,22.98,0,1,34,13,0,3,3,0,1.11E-188,3,3,30137.91663,29699.16368,28350.46491,27274.39185,25650.30203,26691.31699,30638.01931,28887.06624,29171.19805,29556.94472,Q96RS0,TGS1
PG254781,sp|Q14651|PLSI_HUMAN Plastin-1 OS=Homo sapiens GN=PLS1 PE=1 SV=2,629,26.55,21.14,1.908,1,35,13,4,6,5,2,2.72E-188,3,3,37924.88524,39481.44774,35372.0758,37109.72583,36942.29903,40520.033,36302.52494,37266.15215,35740.46777,36782.69334,Q14651,PLS1
PG243391,sp|Q9NS86|LANC2_HUMAN LanC-like protein 2 OS=Homo sapiens GN=LANCL2 PE=1 SV=1,450,31.78,31.78,4.667,1,29,13,0,3,3,0,8.77E-188,3,3,40249.23762,38681.86135,40337.76756,35353.03408,32730.12241,37954.27373,33725.06696,36081.11075,37092.46093,36752.34295,Q9NS86,LANCL2
PG247981,sp|Q16537|2A5E_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform OS=Homo sapiens GN=PPP2R5E PE=1 SV=1,467,31.26,23.13,1.713,2,34,14,4,3,3,0,2.05E-186,3,3,48283.32442,52058.98088,44252.21539,46483.76474,42991.71227,46990.14713,43151.81449,48627.85361,54440.39707,52312.19488,Q16537|Q16537-2,PPP2R5E
PG246269,sp|Q86TI0|TBCD1_HUMAN TBC1 domain family member 1 OS=Homo sapiens GN=TBC1D1 PE=1 SV=2,1168,11.3,11.3,2.312,2,53,13,0,3,3,0,1.48E-185,3,3,76542.37444,80665.47028,76547.61085,76364.52459,70287.49195,75612.89983,73039.43337,72315.00559,74634.65875,73523.32136,Q86TI0|Q86TI0-2,TBC1D1
PG248748,sp|Q9UJX4|APC5_HUMAN Anaphase-promoting complex subunit 5 OS=Homo sapiens GN=ANAPC5 PE=1 SV=2,755,24.77,24.77,1.589,1,25,13,0,3,3,0,3.71E-185,3,3,8642.468377,8987.016646,7711.488234,9481.442634,7638.797697,9180.078636,7870.221282,7582.714504,9100.719766,9702.996954,Q9UJX4,ANAPC5
PG245776,tr|A0A0B4J1V8|A0A0B4J1V8_HUMAN HCG2039996 OS=Homo sapiens GN=PPAN-P2RY11 PE=3 SV=1,794,20.78,20.78,2.393,4,30,12,0,3,3,0,9.93E-185,3,3,28611.366,29615.16683,24779.10461,32964.55332,30808.9946,25378.77314,32912.89637,30758.28596,32470.99976,32319.69036,Q9NQ55|Q9NQ55-2|Q9NQ55-3|A0A0B4J1V8,PPAN|PPAN-P2RY11
PG247634,sp|Q14191|WRN_HUMAN Werner syndrome ATP-dependent helicase OS=Homo sapiens GN=WRN PE=1 SV=2,1432,9.358,9.358,0.6285,1,31,13,0,3,3,0,1.00E-184,3,3,36618.94101,38353.35855,36509.05868,38181.46506,37685.95302,38002.80084,37434.89204,37459.00236,38779.21082,39020.56588,Q14191,WRN
PG245194,sp|Q9H5N1|RABE2_HUMAN Rab GTPase-binding effector protein 2 OS=Homo sapiens GN=RABEP2 PE=1 SV=2,569,23.9,23.9,4.218,1,27,14,0,3,3,0,2.02E-184,3,3,16025.91356,17893.21699,15549.76473,17841.32098,15599.41699,16444.56708,13526.10143,14378.30913,14266.15092,16283.98898,Q9H5N1,RABEP2
PG251121,sp|Q14241|ELOA1_HUMAN Elongin-A OS=Homo sapiens GN=ELOA PE=1 SV=2,798,17.42,17.42,2.256,2,40,14,0,3,3,0,3.87E-184,3,3,22978.25554,22768.35463,14707.93386,20524.73604,23964.55006,17341.32516,23908.66759,26860.22314,29503.65199,27771.5019,Q14241|A0A024RAC6,ELOA|TCEB3
PG252863,sp|P46926|GNPI1_HUMAN Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens GN=GNPDA1 PE=1 SV=1,289,67.13,44.29,0,1,31,12,4,5,5,2,1.00E-183,3,3,68829.51763,67930.07339,65813.21795,61932.42177,61083.8856,73020.83352,60885.99266,68787.14018,66233.79753,69964.97969,P46926,GNPDA1
PG254607,sp|Q9UPP1|PHF8_HUMAN Histone lysine demethylase PHF8 OS=Homo sapiens GN=PHF8 PE=1 SV=3,1060,15.38,15.38,1.415,2,53,14,0,3,3,0,3.97E-183,3,3,25112.78789,25421.24306,22583.52636,28330.26862,29559.95727,22360.7211,30055.5965,28204.87863,28708.75239,27647.25651,Q9UPP1|Q9UPP1-2,PHF8
PG244453,sp|P57721|PCBP3_HUMAN Poly(rC)-binding protein 3 OS=Homo sapiens GN=PCBP3 PE=2 SV=2,371,40.43,20.22,0,4,79,12,7,11,6,5,1.40E-181,3,1,22853.75812,22517.77578,19748.68737,19925.07254,21565.25843,21024.37154,19769.64653,22252.37488,20966.44416,22950.93806,P57721|P57721-4|P57721-5|E9PFP8,PCBP3
PG244709,sp|P35236-3|PTN7_HUMAN Isoform 3 of Tyrosine-protein phosphatase non-receptor type 7 OS=Homo sapiens GN=PTPN7,465,34.84,34.84,2.796,4,75,14,0,3,3,0,3.98E-181,3,3,38796.55159,37794.37417,38979.27057,35522.22046,40015.42433,40026.31659,38270.8663,36590.18984,38157.05943,35619.31617,P35236|P35236-2|P35236-3|J3KR55,PTPN7
PG247733,sp|Q8IV63|VRK3_HUMAN Inactive serine/threonine-protein kinase VRK3 OS=Homo sapiens GN=VRK3 PE=1 SV=2,474,26.58,26.58,7.806,1,57,16,0,3,3,0,9.28E-180,3,3,96042.0672,91031.76051,86787.99336,83857.06106,85558.96174,80113.94556,83580.0866,88162.67101,82770.32802,83021.06612,Q8IV63,VRK3
PG256408,sp|O15269|SPTC1_HUMAN Serine palmitoyltransferase 1 OS=Homo sapiens GN=SPTLC1 PE=1 SV=1,473,32.35,32.35,1.691,1,28,12,0,3,3,0,1.78E-179,3,3,30532.20321,32429.08869,29897.59805,35979.24489,31329.6269,29875.8034,30094.40477,29698.00844,27814.41361,30072.11274,O15269,SPTLC1
PG246038,sp|Q15036|SNX17_HUMAN Sorting nexin-17 OS=Homo sapiens GN=SNX17 PE=1 SV=1,470,27.23,27.23,9.149,1,60,15,0,3,3,0,2.25E-179,3,3,58754.05463,58785.10017,55626.26913,55354.53229,52973.98712,54443.67033,57392.06177,52585.01764,52877.46599,60627.23915,Q15036,SNX17
PG244893,sp|O75832|PSD10_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens GN=PSMD10 PE=1 SV=1,226,57.96,57.96,23.45,2,27,12,0,3,3,0,2.91E-179,3,3,6553.930222,6295.403591,6519.794227,7397.164424,6407.684294,6314.688841,7572.168865,6731.898862,7653.561363,7648.308484,O75832|B1AJY7,PSMD10
PG242611,sp|O14920|IKKB_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens GN=IKBKB PE=1 SV=1,756,22.22,22.22,1.852,1,31,14,0,3,3,0,3.38E-179,3,3,52946.24169,56616.20245,52619.46768,54730.66613,48196.72822,47652.82293,50708.70758,46955.75437,49634.56432,48902.33807,O14920,IKBKB
PG250217,sp|Q96A33|CCD47_HUMAN Coiled-coil domain-containing protein 47 OS=Homo sapiens GN=CCDC47 PE=1 SV=1,483,24.02,24.02,10.56,1,25,14,0,3,3,0,5.70E-179,3,3,24717.35073,21899.87661,21729.38032,27671.75966,24023.13282,21652.90752,25242.77528,22726.60263,22542.03395,22367.78104,Q96A33,CCDC47
PG243037,sp|Q8WZA9|IRGQ_HUMAN Immunity-related GTPase family Q protein OS=Homo sapiens GN=IRGQ PE=1 SV=1,623,30.18,30.18,4.494,1,26,14,0,3,3,0,1.86E-177,3,3,17247.19211,14937.44375,17336.89452,16856.47042,17464.37148,18897.20869,15893.33189,19258.21035,17418.48579,16295.12305,Q8WZA9,IRGQ
PG245354,sp|P62820|RAB1A_HUMAN Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3,205,71.22,32.2,0,1,74,12,7,7,7,4,2.73E-177,3,3,52282.91162,51561.21799,54315.00118,49501.89024,50720.78218,44949.1251,52640.28761,49004.12584,50217.57524,46770.48492,P62820,RAB1A
PG255996,sp|Q8IX90|SKA3_HUMAN Spindle and kinetochore-associated protein 3 OS=Homo sapiens GN=SKA3 PE=1 SV=2,412,38.59,38.59,13.83,1,54,13,0,3,3,0,3.03E-177,3,3,23133.44116,24012.50728,21675.27971,20580.66227,19537.00865,20853.01842,18377.99145,20135.85466,19224.6988,19989.13535,Q8IX90,SKA3
PG255848,sp|P82675|RT05_HUMAN 28S ribosomal protein S5; mitochondrial OS=Homo sapiens GN=MRPS5 PE=1 SV=2,430,30.7,30.7,4.186,1,29,13,0,3,3,0,3.62E-177,3,3,77878.15035,77683.60821,69660.18477,72086.44257,68199.61904,70825.63408,66557.48432,65377.32291,64928.69343,68084.62011,P82675,MRPS5
PG242118,sp|P54198|HIRA_HUMAN Protein HIRA OS=Homo sapiens GN=HIRA PE=1 SV=2,1017,16.91,16.91,1.77,1,33,13,0,3,3,0,5.37E-177,3,3,25717.1782,29670.29137,25784.25341,30214.49112,27138.40178,26196.87932,26697.7081,29051.2069,27060.33942,25234.1987,P54198,HIRA
PG246161,sp|Q5VSL9|STRP1_HUMAN Striatin-interacting protein 1 OS=Homo sapiens GN=STRIP1 PE=1 SV=1,837,15.05,15.05,3.226,2,44,13,0,3,3,0,1.74E-174,3,3,54804.29855,52532.32649,51180.29903,52409.02442,54802.93217,51583.5469,49369.45957,52294.82875,51870.40886,49776.33395,Q5VSL9|Q5VSL9-2,STRIP1
PG255118,sp|O75170|PP6R2_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Homo sapiens GN=PPP6R2 PE=1 SV=2,966,17.08,15.73,0,6,28,12,1,3,3,0,6.18E-174,3,3,20879.8042,22036.31474,20586.63582,23283.30336,19119.11599,20712.82761,19117.27353,20904.63666,19209.4734,22643.06044,O75170|O75170-2|O75170-3|O75170-4|O75170-5|O75170-6,PPP6R2
PG243162,sp|O75449|KTNA1_HUMAN Katanin p60 ATPase-containing subunit A1 OS=Homo sapiens GN=KATNA1 PE=1 SV=1,491,32.18,28.31,2.444,1,40,14,2,4,4,1,2.04E-173,3,3,39422.94276,43985.54949,34703.50727,38070.61903,36675.37184,38337.72827,37661.84416,37397.58232,37609.52907,39310.5236,O75449,KATNA1
PG246313,sp|Q9BQ70|TCF25_HUMAN Transcription factor 25 OS=Homo sapiens GN=TCF25 PE=1 SV=1,676,26.04,26.04,2.219,1,23,13,0,3,3,0,7.72E-173,3,3,12939.79303,11983.72507,27693.51809,19791.5737,27492.38124,30317.29507,31818.76825,20138.56282,25445.09942,24853.62238,Q9BQ70,TCF25
PG250016,sp|O00257|CBX4_HUMAN E3 SUMO-protein ligase CBX4 OS=Homo sapiens GN=CBX4 PE=1 SV=3,560,25.54,25.54,5.893,1,51,13,0,3,3,0,1.18E-171,3,3,9307.75942,9439.208386,8529.573394,9568.383987,11579.17825,10073.60727,10961.46663,12214.2662,13067.92659,13250.8042,O00257,CBX4
PG256466,sp|O75683|SURF6_HUMAN Surfeit locus protein 6 OS=Homo sapiens GN=SURF6 PE=1 SV=3,361,33.24,33.24,8.31,1,38,13,0,3,3,0,3.88E-171,3,3,43038.97305,41893.80838,46687.88797,47970.87517,48130.15753,51937.19855,43558.42066,42307.26125,45385.95001,46503.35661,O75683,SURF6
PG245200,sp|Q5R372|RBG1L_HUMAN Rab GTPase-activating protein 1-like OS=Homo sapiens GN=RABGAP1L PE=1 SV=1,815,15.95,14.85,3.926,2,24,14,1,3,3,0,7.64E-171,3,3,40267.70969,40559.02859,40833.01882,35872.55595,41069.7387,41476.25935,39546.04689,40197.349,40011.92939,43576.24191,Q5R372|Q5R372-4,RABGAP1L
PG259636,tr|S4R3N1|S4R3N1_HUMAN HSPE1-MOB4 readthrough OS=Homo sapiens GN=HSPE1-MOB4 PE=3 SV=1,261,42.91,27.59,8.046,1,85,12,6,9,6,3,1.33E-169,3,3,21447.41728,23120.51334,19576.66696,20548.33115,21146.18037,20045.02321,20413.27875,22845.02098,21465.85199,23850.5427,S4R3N1,HSPE1-MOB4
PG249657,sp|P86790|CCZ1B_HUMAN Vacuolar fusion protein CCZ1 homolog B OS=Homo sapiens GN=CCZ1B PE=1 SV=1,482,27.39,27.39,8.714,1,49,12,0,3,3,0,1.37E-169,3,3,42244.04256,41383.83088,39664.37364,36687.75738,40129.5114,39785.96617,37599.38652,43397.44807,44390.54033,38714.74162,P86790,CCZ1B
PG247394,sp|Q9NUW8|TYDP1_HUMAN Tyrosyl-DNA phosphodiesterase 1 OS=Homo sapiens GN=TDP1 PE=1 SV=2,608,22.04,22.04,4.77,3,30,14,0,3,3,0,7.60E-169,3,3,24405.27195,24234.02584,22999.88997,25019.69624,20969.43037,21058.31372,21085.21274,18981.16312,20321.24119,21557.72568,Q9NUW8|G3V2F4|E7EPD8,TDP1
PG243287,sp|Q9UJU2|LEF1_HUMAN Lymphoid enhancer-binding factor 1 OS=Homo sapiens GN=LEF1 PE=1 SV=1,399,34.84,26.07,3.008,1,50,11,3,8,4,1,2.09E-168,3,3,56788.49236,56370.38981,55377.23859,56448.70252,59150.10165,57243.00224,52779.81841,67171.98504,65345.06825,65317.03046,Q9UJU2,LEF1
PG243068,sp|P24723|KPCL_HUMAN Protein kinase C eta type OS=Homo sapiens GN=PRKCH PE=1 SV=4,683,21.82,20.64,4.978,1,26,13,1,3,3,0,1.52E-167,3,3,38969.10949,42065.40341,39195.49346,43374.87664,37443.21756,37059.46085,40036.53358,39161.59328,33861.86505,37204.63384,P24723,PRKCH
PG245533,sp|Q9BVS4|RIOK2_HUMAN Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2 PE=1 SV=2,552,30.8,30.8,4.167,2,37,12,0,3,3,0,9.47E-167,3,3,16202.10184,15910.43701,12464.06084,14451.96771,18374.10278,19828.92805,15187.84014,18323.99581,17880.79476,18054.30241,Q9BVS4|Q9BVS4-2,RIOK2
PG257427,sp|Q96H79|ZCCHL_HUMAN Zinc finger CCCH-type antiviral protein 1-like OS=Homo sapiens GN=ZC3HAV1L PE=1 SV=2,300,43,43,0,1,34,11,0,3,3,0,4.01E-166,3,3,17897.23965,18140.5877,16315.57156,14413.3345,14070.26007,14445.59196,14172.70324,16974.49568,16087.22693,17453.95703,Q96H79,ZC3HAV1L
PG244994,sp|Q3YEC7|RABL6_HUMAN Rab-like protein 6 OS=Homo sapiens GN=RABL6 PE=1 SV=2,729,22.77,22.77,6.31,1,27,13,0,3,3,0,4.72E-166,3,3,39953.40749,41908.24903,40931.11068,35276.02968,37500.38778,38066.61374,33743.01131,34198.83187,37017.57754,40947.23108,Q3YEC7,RABL6
PG244323,sp|Q00653|NFKB2_HUMAN Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens GN=NFKB2 PE=1 SV=4,900,21.11,20.11,0.6667,2,22,13,2,5,5,2,1.22E-165,3,3,13907.12117,14411.82684,12535.6824,12030.84581,12173.43358,13691.71463,11607.47528,12247.3956,13294.01113,12528.98511,Q00653|Q00653-4,NFKB2
PG255635,sp|Q6PCB5|RSBNL_HUMAN Round spermatid basic protein 1-like protein OS=Homo sapiens GN=RSBN1L PE=1 SV=2,846,16.08,16.08,1.537,2,25,12,0,3,3,0,1.90E-165,3,3,22351.78931,25042.36397,22042.52565,19861.79187,21684.27299,23701.09991,20801.04755,22359.59395,23775.67295,22864.31218,Q6PCB5|Q6PCB5-2,RSBN1L
PG242639,sp|O60684|IMA7_HUMAN Importin subunit alpha-7 OS=Homo sapiens GN=KPNA6 PE=1 SV=1,536,20.34,10.07,3.731,1,41,12,8,8,7,4,7.69E-165,3,3,59514.53019,59373.26779,59098.8317,54353.28825,59442.32972,54960.81167,50552.28111,56293.08747,53924.87274,55410.04792,O60684,KPNA6
PG255842,sp|Q12765-2|SCRN1_HUMAN Isoform 2 of Secernin-1 OS=Homo sapiens GN=SCRN1,434,28.34,28.34,9.217,2,36,12,0,3,3,0,1.70E-164,3,3,56740.20179,57399.74399,51635.18168,56328.78309,57562.62647,64619.83205,54283.0298,53322.4375,55066.22588,59651.38612,Q12765|Q12765-2,SCRN1
PG249701,sp|Q9HC52|CBX8_HUMAN Chromobox protein homolog 8 OS=Homo sapiens GN=CBX8 PE=1 SV=3,389,35.22,35.22,7.712,1,51,13,0,3,3,0,4.39E-163,3,3,46297.22242,45632.40622,37751.39818,53097.01719,49038.71571,35224.30797,49604.55156,48085.48734,49599.89795,42107.33377,Q9HC52,CBX8
PG248739,sp|P53367-2|ARFP1_HUMAN Isoform A of Arfaptin-1 OS=Homo sapiens GN=ARFIP1,341,48.97,46.92,4.106,1,26,13,1,4,4,1,7.48E-163,3,3,52782.55852,55314.44478,50182.91977,43685.86867,45757.63551,48981.19918,46312.5297,48048.11714,46016.64975,47838.32621,P53367-2,ARFIP1
PG249643,sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens GN=CBX1 PE=1 SV=1,185,55.68,47.03,23.24,1,72,11,1,3,3,0,9.32E-163,3,3,32502.59219,29792.70501,29410.00676,25762.31876,27247.15507,27382.41023,27502.10643,33399.50799,30466.82188,30068.20738,P83916,CBX1
PG242758,sp|O95235|KI20A_HUMAN Kinesin-like protein KIF20A OS=Homo sapiens GN=KIF20A PE=1 SV=1,890,14.94,14.94,0,1,31,12,0,3,3,0,1.70E-161,3,3,24350.58657,25736.17185,20964.20738,24205.35947,23284.09064,23557.83137,23643.15118,24691.98997,23932.97294,24566.28595,O95235,KIF20A
PG247592,sp|Q92889|XPF_HUMAN DNA repair endonuclease XPF OS=Homo sapiens GN=ERCC4 PE=1 SV=3,916,14.85,14.85,0,1,20,11,0,3,3,0,2.11E-161,3,3,41698.61353,40283.43765,39692.3665,40928.01224,41568.1114,33330.97136,37695.56602,37305.05855,39119.58769,37576.14605,Q92889,ERCC4
PG249484,sp|P55201|BRPF1_HUMAN Peregrin OS=Homo sapiens GN=BRPF1 PE=1 SV=2,1214,16.47,15.4,0,2,30,12,1,4,4,0,2.14E-161,3,3,50358.14868,53807.1563,44549.32826,66798.88265,65463.20373,44213.70168,61198.55813,58902.48425,59454.22115,53924.60198,P55201|P55201-3,BRPF1
PG254673,sp|P42336|PK3CA_HUMAN Phosphatidylinositol 4;5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Homo sapiens GN=PIK3CA PE=1 SV=2,1068,12.17,12.17,1.592,1,25,11,0,3,3,0,5.63E-161,3,3,37638.73455,33739.18702,36736.42849,33185.52556,33566.90049,34407.94302,33398.92011,35009.80968,35166.26182,35772.68548,P42336,PIK3CA
PG255438,sp|Q9HD33|RM47_HUMAN 39S ribosomal protein L47; mitochondrial OS=Homo sapiens GN=MRPL47 PE=1 SV=2,250,33.6,33.6,13.6,2,25,11,0,3,3,0,8.32E-160,3,3,95528.16986,103907.2733,92908.60975,100686.8224,92485.58809,94001.31129,85652.11834,90502.69988,79670.24761,90120.36049,Q9HD33|Q9HD33-2,MRPL47
PG260023,tr|D3DTX6|D3DTX6_HUMAN Neurabin-2 OS=Homo sapiens GN=PPP1R9B PE=1 SV=1,817,19.09,19.09,0.1224,1,23,13,0,3,3,0,1.72E-158,3,3,19746.72327,19209.91501,21667.17653,23575.73888,24182.65195,22628.87456,19752.08047,20425.09552,20284.18308,21442.53379,D3DTX6,PPP1R9B
PG249147,sp|P51572-2|BAP31_HUMAN Isoform 2 of B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31,313,36.42,36.42,2.875,2,29,11,0,3,3,0,1.10E-156,3,3,96461.18844,89758.34075,88966.67781,101458.6416,100351.8891,87850.6862,97889.78119,96714.34306,90273.97907,94009.75271,P51572|P51572-2,BCAP31
PG247083,sp|Q01085-2|TIAR_HUMAN Isoform 2 of Nucleolysin TIAR OS=Homo sapiens GN=TIAL1,392,30.87,20.66,2.806,1,30,11,5,5,5,2,3.05E-156,3,3,72911.43009,73133.29802,71116.77589,63903.2216,60494.65413,63357.98238,64337.85486,67637.25925,65845.17693,70795.23706,Q01085-2,TIAL1
PG248878,sp|Q96GD4-5|AURKB_HUMAN Isoform 5 of Aurora kinase B OS=Homo sapiens GN=AURKB,345,40.29,37.97,0,2,31,11,1,4,3,0,1.55E-155,3,2,18382.90476,19914.97951,14414.32722,17868.21054,16098.63244,18073.95222,18054.80926,19330.14677,18347.02857,15284.57374,Q96GD4|Q96GD4-5,AURKB
PG255204,sp|O75569|PRKRA_HUMAN Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens GN=PRKRA PE=1 SV=1,313,33.87,33.87,5.751,1,30,10,0,3,3,0,2.18E-155,3,3,28752.5746,29699.53065,26554.85762,28669.27057,27404.1363,25522.5042,27256.44117,27866.82243,25521.04663,28039.9646,O75569,PRKRA
PG244127,sp|Q9BPW8|NIPS1_HUMAN Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1,284,40.85,38.03,13.03,1,25,12,2,3,3,0,2.45E-155,3,3,26277.81321,31961.17623,27649.59515,24556.714,31626.13657,35102.10306,28873.28446,33268.08538,26725.75162,35887.11696,Q9BPW8,NIPSNAP1
PG248525,sp|Q02040|AK17A_HUMAN A-kinase anchor protein 17A OS=Homo sapiens GN=AKAP17A PE=1 SV=2,695,16.69,16.69,3.741,1,55,14,0,3,3,0,2.60E-154,3,3,23127.53339,24949.87465,20731.11729,26574.86458,22523.64942,24888.52292,22034.65643,22202.27506,19980.73752,21943.13706,Q02040,AKAP17A
PG251194,sp|Q96B26|EXOS8_HUMAN Exosome complex component RRP43 OS=Homo sapiens GN=EXOSC8 PE=1 SV=1,276,44.2,44.2,13.77,1,26,12,0,3,3,0,2.34E-151,3,3,58465.77635,61449.61515,64290.38894,62255.56212,55898.93109,60606.61359,58470.71913,52226.71498,62784.34554,60766.95106,Q96B26,EXOSC8
PG245814,sp|P09012|SNRPA_HUMAN U1 small nuclear ribonucleoprotein A OS=Homo sapiens GN=SNRPA PE=1 SV=3,282,38.3,35.46,13.12,1,32,11,1,3,3,0,6.38E-151,3,3,52388.39245,48014.46984,49790.20772,37927.41946,43867.97787,43072.07735,44316.93531,45655.15317,45686.15255,45747.87324,P09012,SNRPA
PG250411,tr|B0QZ18|B0QZ18_HUMAN Copine-1 OS=Homo sapiens GN=CPNE1 PE=1 SV=1,542,21.59,21.59,4.428,2,25,12,0,3,3,0,9.01E-151,3,3,59851.21026,61309.96228,59924.14023,57614.88334,54914.71559,59958.71857,50888.24507,50241.81162,45997.12942,50854.02417,Q99829|B0QZ18,CPNE1
PG250776,sp|Q8WTW3|COG1_HUMAN Conserved oligomeric Golgi complex subunit 1 OS=Homo sapiens GN=COG1 PE=1 SV=1,980,12.76,12.76,1.531,3,15,11,0,3,3,0,1.39E-150,3,3,36458.27052,38581.76969,55891.07227,51855.1024,52814.20584,57141.1066,51998.74928,47089.19678,50601.9921,47334.50685,Q8WTW3|A0A087WVI0|E9PBL8,COG1
PG247183,sp|Q9NXH9|TRM1_HUMAN tRNA (guanine(26)-N(2))-dimethyltransferase OS=Homo sapiens GN=TRMT1 PE=1 SV=1,659,18.82,18.82,0,2,27,11,0,3,3,0,1.73E-150,3,3,44973.78866,49978.06345,49811.11551,48053.93692,45644.31346,47096.71025,47882.9465,50360.1648,45045.44545,48873.19459,Q9NXH9|Q9NXH9-2,TRMT1
PG244579,sp|Q9BUH6|PAXX_HUMAN Protein PAXX OS=Homo sapiens GN=C9orf142 PE=1 SV=2,204,44.12,44.12,14.22,1,60,13,0,3,3,0,1.85E-150,3,3,29362.44185,26342.45689,26141.9006,25290.58192,26001.91206,28286.99258,23486.38998,26184.15928,25333.33583,26899.3286,Q9BUH6,C9orf142
PG245852,sp|Q9Y3P8|SIT1_HUMAN Signaling threshold-regulating transmembrane adapter 1 OS=Homo sapiens GN=SIT1 PE=1 SV=1,196,62.76,62.76,38.78,1,61,11,0,3,3,0,4.09E-150,3,3,41077.63263,42923.45959,38814.97446,36255.60031,39802.0921,42726.89141,38283.46805,39155.47167,38457.94333,39425.49498,Q9Y3P8,SIT1
PG251565,sp|Q9Y6V7|DDX49_HUMAN Probable ATP-dependent RNA helicase DDX49 OS=Homo sapiens GN=DDX49 PE=1 SV=1,483,19.88,18.63,8.903,1,25,11,1,3,3,0,4.98E-149,3,3,47245.97526,44990.15197,37275.94446,42164.46916,45438.05902,36456.87461,48974.71519,41125.18639,48802.27779,46931.55774,Q9Y6V7,DDX49
PG249902,sp|Q96S94|CCNL2_HUMAN Cyclin-L2 OS=Homo sapiens GN=CCNL2 PE=1 SV=1,520,22.88,21.15,1.923,1,50,11,1,4,4,1,3.46E-148,3,3,10984.55567,11469.2678,13668.48045,16009.1094,14751.90191,13903.7975,12779.16162,14353.01137,15078.6762,16768.20835,Q96S94,CCNL2
PG253123,sp|P49841-2|GSK3B_HUMAN Isoform 2 of Glycogen synthase kinase-3 beta OS=Homo sapiens GN=GSK3B,433,35.33,29.33,0,2,49,10,2,5,5,1,4.05E-148,3,3,48099.05283,48678.4673,46179.73355,48868.27451,50435.38516,52473.90859,49065.33243,49890.55366,50002.99773,49110.45516,P49841|P49841-2,GSK3B
PG251210,sp|Q86US8|EST1A_HUMAN Telomerase-binding protein EST1A OS=Homo sapiens GN=SMG6 PE=1 SV=2,1419,8.386,8.386,3.453,1,32,11,0,3,3,0,4.74E-148,3,3,48986.79007,51278.62304,46916.53443,54187.49886,48734.80402,52228.12731,45921.00914,48603.22265,48638.30468,47707.77811,Q86US8,SMG6
