Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,0minRep1 (TMT 126C PCN),0minRep2 (TMT 127N PCN),0minRep3 (TMT 127C PCN),0minRep4 (TMT 128N PCN),5minRep1 (TMT 128C PCN),5minRep2 (TMT 129N PCN),5minRep3 (TMT 129C PCN),60minRep1 (TMT 130N PCN),60minRep2 (TMT 130C PCN),60minRep3 (TMT 131N PCN),Uniprot IDs,Gene Names
PG253995,sp|Q9BV20|MTNA_HUMAN Methylthioribose-1-phosphate isomerase OS=Homo sapiens GN=MRI1 PE=1 SV=1,369,31.98,31.98,8.672,1,29,11,0,4,4,0,4.58E-152,4,4,110778.2991,115190.6112,122626.3276,124835.2951,132699.1467,149639.8069,147692.4332,156688.4664,148929.8499,166845.6478,Q9BV20,MRI1
PG251683,sp|Q9NPI6|DCP1A_HUMAN mRNA-decapping enzyme 1A OS=Homo sapiens GN=DCP1A PE=1 SV=2,582,47.77,47.77,7.904,2,155,20,0,5,4,0,3.10E-294,5,4,111717.7803,133063.4231,113445.6738,152207.7565,135675.3994,161544.705,135935.3998,166798.7181,162204.7045,182934.2943,Q9NPI6|Q9NPI6-2,DCP1A
PG243755,sp|Q9NZW5|MPP6_HUMAN MAGUK p55 subfamily member 6 OS=Homo sapiens GN=MPP6 PE=1 SV=2,540,36.3,32.59,0,2,33,17,2,5,5,1,5.56E-241,4,4,113296.8798,126948.7311,120460.576,128180.3637,152387.1109,148649.2091,146707.9929,183490.387,184815.2529,201399.3921,Q9NZW5|B8ZZG1,MPP6
PG252985,sp|Q96EK6|GNA1_HUMAN Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens GN=GNPNAT1 PE=1 SV=1,184,36.41,36.41,5.978,1,16,6,0,4,4,0,4.15E-90,4,4,114397.2581,105795.6574,121985.9347,143889.9026,142680.2974,160143.0343,154516.1511,171933.5362,166376.9602,193819.5823,Q96EK6,GNPNAT1
PG246842,sp|Q9Y5Q9|TF3C3_HUMAN General transcription factor 3C polypeptide 3 OS=Homo sapiens GN=GTF3C3 PE=1 SV=1,886,20.65,19.98,1.806,1,42,15,1,4,4,0,1.97E-215,4,4,114603.293,119981.9192,137609.875,136996.7634,141624.8758,163080.9169,158485.4378,176313.9536,171803.9748,189513.4463,Q9Y5Q9,GTF3C3
PG255650,sp|Q5VWQ0|RSBN1_HUMAN Round spermatid basic protein 1 OS=Homo sapiens GN=RSBN1 PE=1 SV=2,802,18.33,18.33,0,2,37,11,0,4,4,0,1.29E-141,4,4,115510.0239,132656.6267,124120.127,154193.6846,145253.9165,158651.9878,144565.4444,172533.3971,165389.8177,191874.9514,Q5VWQ0|A0A087WWP8,RSBN1
PG256240,sp|Q9NR45|SIAS_HUMAN Sialic acid synthase OS=Homo sapiens GN=NANS PE=1 SV=2,359,45.68,45.68,20.89,1,44,16,0,4,4,0,1.31E-229,4,4,116718.6468,116441.4076,118066.8695,133995.0216,139108.8671,150311.1025,147164.2558,154341.5683,167245.8756,198860.6219,Q9NR45,NANS
PG249416,sp|Q9NWV8|BABA1_HUMAN BRISC and BRCA1-A complex member 1 OS=Homo sapiens GN=BABAM1 PE=1 SV=1,329,44.07,44.07,6.991,1,19,11,0,4,4,0,6.41E-140,4,4,116818.1461,136030.9567,130747.9144,138351.4074,127997.514,144116.6998,152780.4171,152097.6961,185519.869,196395.8184,Q9NWV8,BABAM1
PG248580,sp|Q8N6H7|ARFG2_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=1 SV=1,521,35.51,34.36,5.95,1,74,16,1,5,5,1,1.14E-215,4,4,119697.6636,131112.6704,134054.5391,155770.9507,157017.5157,162527.4047,178304.2143,203866.8924,197851.5677,223761.1813,Q8N6H7,ARFGAP2
PG253954,tr|A0A0A0MRK6|A0A0A0MRK6_HUMAN Metaxin 1; isoform CRA_b OS=Homo sapiens GN=MTX1 PE=1 SV=1,466,30.26,30.26,3.433,3,34,14,1,4,4,0,7.93E-176,4,4,123309.459,136413.138,155065.4022,151196.9642,153786.4759,165200.9076,156144.3996,221788.4616,200434.1729,212716.1486,Q13505|Q13505-3|A0A0A0MRK6,MTX1
PG246857,sp|Q9UNS1|TIM_HUMAN Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=2,1208,32.53,32.53,4.139,2,105,32,0,4,4,0,0,4,4,123554.7343,130166.355,125653.2233,136811.7712,131343.8815,167262.5199,158305.6033,176983.4758,186991.6121,204685.3604,Q9UNS1|Q9UNS1-2,TIMELESS
PG244895,sp|Q14691|PSF1_HUMAN DNA replication complex GINS protein PSF1 OS=Homo sapiens GN=GINS1 PE=1 SV=1,196,54.59,54.59,0,1,21,8,0,4,4,0,1.45E-105,4,4,123593.606,122789.3055,141558.0521,151136.2105,171051.7736,181695.0094,168778.8299,206313.7574,196670.5499,200315.3613,Q14691,GINS1
PG242126,sp|P22830-2|HEMH_HUMAN Isoform 2 of Ferrochelatase; mitochondrial OS=Homo sapiens GN=FECH,429,34.73,34.73,3.497,2,36,12,0,5,4,0,5.45E-179,5,4,124582.9336,123312.9174,136464.5782,135157.1841,144668.2912,145277.5307,148831.5803,169325.4372,172281.8555,177888.1378,P22830|P22830-2,FECH
PG249404,sp|Q6F5E8|CARL2_HUMAN Capping protein; Arp2/3 and myosin-I linker protein 2 OS=Homo sapiens GN=CARMIL2 PE=1 SV=2,1435,22.16,22.16,4.111,1,116,24,0,4,4,0,0,4,4,124797.5655,130029.3023,133405.8109,129750.7626,134936.6277,159743.5572,150616.5565,173098.3515,169643.6476,186351.5085,Q6F5E8,CARMIL2
PG247287,sp|Q14139-2|UBE4A_HUMAN Isoform 2 of Ubiquitin conjugation factor E4 A OS=Homo sapiens GN=UBE4A,1073,21.44,21.44,0.6524,2,44,20,0,4,4,0,1.95E-278,4,4,130556.2786,139940.0131,147904.8423,170165.0832,157027.5713,159001.0198,177827.8458,187331.5418,184697.1043,200364.7873,Q14139|Q14139-2,UBE4A
PG257034,tr|X6R4W8|X6R4W8_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1,497,17.71,17.71,11.07,5,52,10,0,7,4,0,1.55E-144,7,4,130978.7557,139114.5812,147117.0777,169477.1864,165469.8392,180299.0601,163210.8193,213071.9024,188386.0716,182879.3568,O43670|O43670-2|O43670-4|X6R4W8|J3QRS9,ZNF207
PG249469,sp|Q9Y5P4-3|C43BP_HUMAN Isoform 3 of Collagen type IV alpha-3-binding protein OS=Homo sapiens GN=COL4A3BP,752,18.35,18.35,1.729,2,24,13,0,4,4,0,1.03E-176,4,4,131105.3072,136139.5811,138542.0243,161515.7523,152157.5549,181946.3506,160019.4886,194812.84,192108.5503,210566.3435,Q9Y5P4|Q9Y5P4-3,COL4A3BP
PG256743,sp|Q96RL1|UIMC1_HUMAN BRCA1-A complex subunit RAP80 OS=Homo sapiens GN=UIMC1 PE=1 SV=2,719,15.72,15.72,5.841,2,51,13,0,4,4,0,2.32E-154,4,4,134014.913,161422.8566,143742.7497,152369.3007,167572.53,171123.9112,165099.0311,205614.0667,192598.7475,214787.0269,Q96RL1|Q96RL1-3,UIMC1
PG244038,sp|P16435|NCPR_HUMAN NADPH--cytochrome P450 reductase OS=Homo sapiens GN=POR PE=1 SV=2,677,41.36,41.36,3.545,1,34,23,0,4,4,0,1.74E-300,4,4,136609.9723,136137.6404,134621.3545,133866.7901,162933.3102,168814.0299,164384.4419,205335.5715,193637.0733,205555.3859,P16435,POR
PG249553,sp|Q13112|CAF1B_HUMAN Chromatin assembly factor 1 subunit B OS=Homo sapiens GN=CHAF1B PE=1 SV=1,559,38.46,38.46,8.408,1,100,20,0,4,4,0,6.33E-256,4,4,137298.0588,146887.723,147086.6731,156656.737,156004.5712,172252.0866,181491.1843,200146.9828,185840.7685,215007.3274,Q13112,CHAF1B
PG251299,sp|Q9BXW9|FACD2_HUMAN Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2 PE=1 SV=2,1451,25.84,25.84,4.48,1,91,33,0,4,4,0,0,4,4,139771.1464,159263.9974,151438.4947,155681.7809,157317.9304,175866.2426,175064.1323,180497.8905,205555.3809,234200.9374,Q9BXW9,FANCD2
PG254975,sp|P53350|PLK1_HUMAN Serine/threonine-protein kinase PLK1 OS=Homo sapiens GN=PLK1 PE=1 SV=1,603,37.15,37.15,3.98,1,40,21,0,4,4,0,2.63E-251,4,4,139798.3495,140077.705,145365.352,143769.7192,159696.5412,167200.2155,161276.3494,199364.5026,194558.1568,217668.3295,P53350,PLK1
PG257229,sp|Q5T200|ZC3HD_HUMAN Zinc finger CCCH domain-containing protein 13 OS=Homo sapiens GN=ZC3H13 PE=1 SV=1,1668,35.43,35.43,16.19,1,437,81,0,4,4,0,0,4,4,140615.2363,144901.3827,171995.2772,176036.5486,177795.1079,192588.1655,173371.3298,223303.2028,219729.847,226347.9047,Q5T200,ZC3H13
PG257008,sp|Q8IWR0|Z3H7A_HUMAN Zinc finger CCCH domain-containing protein 7A OS=Homo sapiens GN=ZC3H7A PE=1 SV=1,971,14.62,14.62,0,1,35,12,0,4,4,0,8.21E-166,4,4,141443.6507,147361.6569,159803.6001,171147.0789,163419.1437,194220.7599,156757.1055,205733.9037,202522.2221,218831.1427,Q8IWR0,ZC3H7A
PG243243,sp|Q92615|LAR4B_HUMAN La-related protein 4B OS=Homo sapiens GN=LARP4B PE=1 SV=3,738,38.89,38.89,10.98,1,126,32,0,4,4,0,0,4,4,142573.2181,159233.0611,154225.1454,163851.3981,178375.3609,181613.2354,190520.1409,195765.1979,201724.7093,248379.5922,Q92615,LARP4B
PG252719,sp|P35573|GDE_HUMAN Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3,1532,28.98,28.98,1.632,3,92,39,0,4,4,0,0,4,4,143774.5577,150797.0584,163798.9213,169259.0805,179535.6219,204460.1857,190387.2517,212673.1213,199652.8131,239695.3642,P35573|P35573-2|P35573-3,AGL
PG243772,sp|Q9BWU0|NADAP_HUMAN Kanadaptin OS=Homo sapiens GN=SLC4A1AP PE=1 SV=1,796,28.39,28.39,10.18,2,87,21,0,4,4,0,2.42E-273,4,4,144807.3494,160103.6806,166868.7844,183066.9127,161638.8468,185044.8006,180664.9673,186586.3007,200308.8274,224625.4749,Q9BWU0|A0A087X0M4,SLC4A1AP
PG244676,sp|Q5JVF3-4|PCID2_HUMAN Isoform 4 of PCI domain-containing protein 2 OS=Homo sapiens GN=PCID2,453,43.49,43.49,6.843,3,48,19,0,4,4,0,1.50E-286,4,4,147532.4691,143007.4296,166098.8654,178822.1601,169220.3795,162277.7099,179741.5806,196060.8731,187779.8955,204682.3019,Q5JVF3|Q5JVF3-2|Q5JVF3-4,PCID2
PG251599,sp|Q9BU89|DOHH_HUMAN Deoxyhypusine hydroxylase OS=Homo sapiens GN=DOHH PE=1 SV=1,302,65.89,65.89,0,1,43,11,0,6,4,0,4.99E-186,5,4,148390.5315,158923.2449,177216.9008,200845.7655,195710.4822,175036.4231,197234.8537,212225.0038,209795.8608,256439.1769,Q9BU89,DOHH
PG251526,sp|Q9H6R0|DHX33_HUMAN Putative ATP-dependent RNA helicase DHX33 OS=Homo sapiens GN=DHX33 PE=1 SV=2,707,15.7,15.7,0,1,20,11,0,4,4,0,7.35E-130,4,4,151440.8816,156176.2741,159729.861,145171.4446,180399.2381,187601.0278,180715.5994,231686.9561,214723.6922,223626.7677,Q9H6R0,DHX33
PG256549,sp|P61764-2|STXB1_HUMAN Isoform 2 of Syntaxin-binding protein 1 OS=Homo sapiens GN=STXBP1,603,32.34,32.34,0,6,23,13,0,4,4,0,9.89E-188,4,4,151677.5479,156449.9385,166330.8051,172010.9055,171903.3463,193081.2107,192539.4522,204116.603,224967.184,243325.2972,P61764|P61764-2|A0A0D9SG72|A0A1B0GWF2|A0A1B0GVQ5|A0A1B0GTP9,STXBP1
PG243819,sp|P53602|MVD1_HUMAN Diphosphomevalonate decarboxylase OS=Homo sapiens GN=MVD PE=1 SV=1,400,38.75,38.75,4,1,39,15,0,4,4,0,2.79E-211,4,4,152191.5109,157923.7066,171378.4306,193414.2945,183792.024,209854.0942,186769.0571,223994.94,200583.1817,221428.9631,P53602,MVD
PG242637,sp|O00629|IMA3_HUMAN Importin subunit alpha-3 OS=Homo sapiens GN=KPNA4 PE=1 SV=1,521,26.87,18.43,4.415,1,45,13,6,6,6,2,1.73E-179,4,4,152787.4648,166623.3286,159924.9255,176879.8115,153734.2359,166928.4112,180418.436,177069.0904,207403.3805,234312.1028,O00629,KPNA4
PG248087,sp|Q7Z5R6|AB1IP_HUMAN Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Homo sapiens GN=APBB1IP PE=1 SV=1,666,32.43,30.18,7.057,1,105,22,2,5,5,1,4.91E-303,4,4,153021.3085,168902.4603,174176.2397,188711.3717,187276.1339,194232.8652,207129.9721,228087.3008,241353.3446,242018.1623,Q7Z5R6,APBB1IP
PG245549,sp|O43665-3|RGS10_HUMAN Isoform 3 of Regulator of G-protein signaling 10 OS=Homo sapiens GN=RGS10,181,53.04,53.04,18.78,1,24,9,0,4,4,0,1.64E-136,4,4,155097.939,166578.0904,167966.802,188779.1714,191347.6952,206733.3589,204197.7965,239573.4059,223180.6965,264640.397,O43665-3,RGS10
PG255310,sp|Q99575|POP1_HUMAN Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens GN=POP1 PE=1 SV=2,1024,18.36,18.36,2.051,1,54,17,0,4,4,0,6.66E-245,4,4,156059.4935,158777.8992,150580.6319,166345.8225,170880.5642,200939.6575,174866.973,200460.9926,210163.777,216093.4189,Q99575,POP1
PG246084,sp|Q96SB8-2|SMC6_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 6 OS=Homo sapiens GN=SMC6,1117,19.52,19.52,1.611,2,41,19,0,4,4,0,5.45E-249,4,4,156380.8062,157065.7604,159441.3256,178310.6995,181650.0857,183253.7263,212996.7622,232132.9781,211323.2221,234676.1935,Q96SB8|Q96SB8-2,SMC6
PG246660,sp|P25325-2|THTM_HUMAN Isoform 2 of 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens GN=MPST,317,56.78,56.78,8.517,1,25,13,0,4,4,0,2.16E-174,4,4,156673.4246,175580.9369,176094.2964,200102.2091,173264.6953,200046.8645,197276.8745,219129.1275,223262.8258,240147.9122,P25325-2,MPST
PG246438,sp|Q92609-2|TBCD5_HUMAN Isoform 2 of TBC1 domain family member 5 OS=Homo sapiens GN=TBC1D5,817,25.46,25.46,3.305,2,65,18,0,4,4,0,8.54E-254,4,4,157849.8511,174152.7387,168915.1284,179912.0237,182296.1394,213965.4632,211379.6071,206615.3367,234551.9329,252183.5417,Q92609|Q92609-2,TBC1D5
PG243687,sp|P33527-9|MRP1_HUMAN Isoform 9 of Multidrug resistance-associated protein 1 OS=Homo sapiens GN=ABCC1,1541,17.46,17.46,0.8436,3,57,20,0,4,4,0,6.30E-290,4,4,157951.2503,166666.605,163032.3387,186018.8735,197797.4821,242061.6057,204201.7376,223094.7538,226320.1716,247858.5804,P33527|P33527-9|I3L4X2,ABCC1
PG246227,sp|Q8IYB8|SUV3_HUMAN ATP-dependent RNA helicase SUPV3L1; mitochondrial OS=Homo sapiens GN=SUPV3L1 PE=1 SV=1,786,28.24,28.24,0,1,53,19,0,4,4,0,1.92E-254,4,4,159382.6358,168458.0395,164869.508,161234.6325,179513.862,207821.2714,201715.9714,231098.4081,212141.6195,243993.0019,Q8IYB8,SUPV3L1
PG243770,sp|Q9GZZ1|NAA50_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens GN=NAA50 PE=1 SV=1,169,68.05,68.05,28.99,2,49,16,0,5,5,0,1.91E-242,4,4,159422.9639,157829.1958,175415.3594,294385.8389,253653.4461,275504.8016,242972.9026,341957.3554,234476.7542,252882.1541,Q9GZZ1|E7EQ69,NAA50
PG243594,sp|P27361|MK03_HUMAN Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 PE=1 SV=4,379,51.19,30.87,0,1,68,17,7,7,7,3,1.15E-220,4,4,160147.3289,178370.1463,198886.5492,196125.9407,194753.6392,219363.3613,204223.8703,250598.3357,221515.3806,260392.9433,P27361,MAPK3
PG245228,sp|P20339|RAB5A_HUMAN Ras-related protein Rab-5A OS=Homo sapiens GN=RAB5A PE=1 SV=2,215,68.37,50.23,0,2,41,11,4,4,4,0,8.10E-156,4,4,163188.5786,174849.6515,179285.3401,175519.5818,187743.0311,204538.9908,180234.2705,242808.4144,222711.0615,235489.836,P20339|P20339-2,RAB5A
PG254093,tr|E7ESZ7|E7ESZ7_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10; mitochondrial OS=Homo sapiens GN=NDUFA10 PE=1 SV=1,390,27.18,27.18,2.564,3,29,11,0,4,4,0,4.12E-145,4,4,163631.0289,172217.2344,170907.1533,204834.4988,206423.8946,215505.9463,206805.0674,241902.1402,228516.3185,264462.1848,O95299|A0A087WXC5|E7ESZ7,NDUFA10
PG250141,sp|Q86WJ1|CHD1L_HUMAN Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens GN=CHD1L PE=1 SV=2,897,24.3,24.3,6.132,1,62,23,0,4,4,0,3.38502557132971E-313,4,4,164131.6953,171467.4877,187100.3864,169930.2846,197996.1219,217221.4086,197509.0774,243498.3405,232605.4824,264523.5477,Q86WJ1,CHD1L
PG249960,sp|P20963|CD3Z_HUMAN T-cell surface glycoprotein CD3 zeta chain OS=Homo sapiens GN=CD247 PE=1 SV=2,164,47.56,47.56,23.17,2,49,11,0,4,4,0,9.38E-166,4,4,164683.4189,177011.7687,175263.4381,202014.3975,211706.289,229022.1569,206026.4989,259408.5425,231790.4153,258730.7838,P20963|P20963-3,CD247
PG246185,sp|Q8IWZ8|SUGP1_HUMAN SURP and G-patch domain-containing protein 1 OS=Homo sapiens GN=SUGP1 PE=1 SV=2,645,35.19,35.19,2.016,1,61,16,0,4,4,0,6.06E-252,4,4,167059.1323,161414.3761,171952.2829,185507.2003,196797.5843,212336.1212,229464.236,231696.1477,219230.5264,274026.4528,Q8IWZ8,SUGP1
PG244932,sp|Q9BRS2|RIOK1_HUMAN Serine/threonine-protein kinase RIO1 OS=Homo sapiens GN=RIOK1 PE=1 SV=2,568,26.76,26.76,2.993,1,35,12,0,4,4,0,7.00E-143,4,4,169028.8887,165917.0391,176238.4669,203871.1568,207778.3861,231941.7475,219768.8967,288438.4585,252551.2187,254630.6444,Q9BRS2,RIOK1
PG252762,sp|Q9Y223-2|GLCNE_HUMAN Isoform 2 of Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Homo sapiens GN=GNE,753,35.06,35.06,6.906,2,58,23,0,4,4,0,0,4,4,169478.8572,171726.3809,175550.9779,204712.689,199640.65,207680.7822,199358.5289,230314.7479,223250.6822,255693.2516,Q9Y223|Q9Y223-2,GNE
PG245183,sp|P61106|RAB14_HUMAN Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4,215,75.81,69.77,29.3,1,48,15,2,8,6,2,2.62E-218,5,4,170760.1891,207354.4901,197489.5926,177877.1485,178272.4467,224199.5568,205573.5985,239454.7368,261260.3918,303143.7465,P61106,RAB14
PG247836,sp|O75717|WDHD1_HUMAN WD repeat and HMG-box DNA-binding protein 1 OS=Homo sapiens GN=WDHD1 PE=1 SV=1,1129,41.9,41.9,11.34,1,130,41,0,4,4,0,0,4,4,171856.0248,167346.8467,185465.0686,208949.7762,213175.1207,251592.32,200746.3919,270711.9773,244895.6211,277894.0498,O75717,WDHD1
PG242211,sp|Q9UK76|HN1_HUMAN Hematological and neurological expressed 1 protein OS=Homo sapiens GN=HN1 PE=1 SV=3,154,86.36,86.36,35.71,1,235,11,0,7,4,0,4.44E-162,5,4,173190.5035,199982.2965,214483.7787,238363.0547,217063.0477,202368.137,224161.1788,250728.0284,261586.4523,278734.8953,Q9UK76,HN1
PG242640,sp|Q96G21|IMP4_HUMAN U3 small nucleolar ribonucleoprotein protein IMP4 OS=Homo sapiens GN=IMP4 PE=1 SV=1,291,36.08,36.08,0,1,26,10,0,4,4,0,4.58E-134,4,4,181996.5224,200346.1915,217180.5858,189723.1507,233566.196,246995.8952,237008.4356,264520.0906,272700.8433,303315.4088,Q96G21,IMP4
PG255294,sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens GN=PRPS1 PE=1 SV=2,318,61.01,29.56,12.58,1,74,19,11,9,9,5,2.10E-243,4,4,182304.393,202056.8619,206001.8832,222737.7628,237426.7161,227452.5083,250466.4087,248569.442,278819.1939,336282.7674,P60891,PRPS1
PG258023,tr|B4DY08|B4DY08_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=1,288,75.69,28.82,32.29,1,233,29,24,39,22,18,0,10,4,182881.5591,193475.146,202510.5857,208027.8494,230802.2295,305232.9611,240268.946,306475.3171,283119.1602,312253.0732,B4DY08,HNRNPC
PG249288,sp|P46379-3|BAG6_HUMAN Isoform 3 of Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6,1162,35.97,8.606,9.122,5,222,38,27,10,10,6,0,4,4,183122.7859,204171.5774,200550.4052,228290.6471,220794.7672,253586.7301,231249.4223,265140.3905,257117.5603,256614.9388,P46379|P46379-2|P46379-3|A0A024RCR6|A0A0G2JK23,BAG6|BAT3
PG248172,sp|P36639|8ODP_HUMAN 7;8-dihydro-8-oxoguanine triphosphatase OS=Homo sapiens GN=NUDT1 PE=1 SV=3,197,30.46,30.46,17.26,4,31,8,0,5,4,0,8.33E-121,5,4,185233.7891,200763.7351,208393.3522,219401.6152,262311.9142,421612.2743,266273.5623,301219.0972,304854.6675,314068.2903,P36639|P36639-2|P36639-3|P36639-4,NUDT1
PG247864,sp|Q8TAF3|WDR48_HUMAN WD repeat-containing protein 48 OS=Homo sapiens GN=WDR48 PE=1 SV=1,677,25.26,25.26,0,1,31,14,0,4,4,0,4.53E-192,4,4,185391.8714,206865.4355,187597.2439,204706.8805,200273.6902,221155.1598,201152.4254,234641.9535,247948.5227,277939.463,Q8TAF3,WDR48
PG255322,sp|P49593|PPM1F_HUMAN Protein phosphatase 1F OS=Homo sapiens GN=PPM1F PE=1 SV=3,454,33.48,33.48,6.167,1,28,12,0,4,4,0,1.59E-168,4,4,185965.9792,189487.2787,197952.9409,227708.3223,217759.1726,239205.059,233241.5738,263630.6504,236591.0905,270142.3316,P49593,PPM1F
PG256230,sp|O95104|SFR15_HUMAN Splicing factor; arginine/serine-rich 15 OS=Homo sapiens GN=SCAF4 PE=1 SV=3,1147,21.27,19.62,1.482,1,39,18,2,4,4,0,3.41E-233,4,4,186499.9532,192019.0806,189578.5068,199676.1108,207812.0164,212681.3064,241029.177,250720.8672,273707.5577,290789.0163,O95104,SCAF4
PG256408,sp|O15269|SPTC1_HUMAN Serine palmitoyltransferase 1 OS=Homo sapiens GN=SPTLC1 PE=1 SV=1,473,32.35,32.35,1.691,1,28,12,0,5,4,0,1.78E-179,5,4,187224.9753,184885.8104,195707.4666,182088.643,203789.8892,221024.7714,212551.9694,250923.0395,238990.1663,268725.4266,O15269,SPTLC1
PG252023,sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1,104,47.12,47.12,25.96,1,29,8,0,5,4,0,1.00E-101,5,4,187330.2991,187130.2413,210131.9515,229199.2184,229792.3418,226007.9867,232582.6508,265898.1375,257542.5088,294783.4469,P84090,ERH
PG254764,tr|F5GWE5|F5GWE5_HUMAN Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens GN=PITPNA PE=1 SV=1,270,42.22,30.74,12.59,2,43,14,5,5,5,1,1.84E-182,4,4,188971.9804,199960.1849,199357.7434,254848.61,244429.5426,308142.4057,243589.5632,259578.1515,260609.5711,272174.0426,Q00169|F5GWE5,PITPNA
PG243236,sp|P51812|KS6A3_HUMAN Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens GN=RPS6KA3 PE=1 SV=1,740,38.11,23.65,6.486,1,89,28,11,5,5,1,0,4,4,189687.4302,197597.9223,193310.5327,183999.9335,218978.2284,252295.1425,238870.8035,272781.7953,267888.4081,288295.9776,P51812,RPS6KA3
PG251420,sp|Q68CQ4|DIEXF_HUMAN Digestive organ expansion factor homolog OS=Homo sapiens GN=DIEXF PE=1 SV=2,756,23.94,23.94,0,1,30,15,0,4,4,0,1.67E-197,4,4,189760.4977,200746.5498,223142.3829,225639.2816,220462.2674,259905.212,238102.0516,256361.0881,257659.0416,299575.2937,Q68CQ4,DIEXF
PG254131,sp|Q9H8H0|NOL11_HUMAN Nucleolar protein 11 OS=Homo sapiens GN=NOL11 PE=1 SV=1,719,33.94,33.94,0.9736,1,47,21,0,4,4,0,4.33E-281,4,4,194284.2736,209959.4318,223457.3122,236926.6523,214453.9952,230457.3103,245291.534,266531.4493,260820.0751,299415.4699,Q9H8H0,NOL11
PG244330,sp|Q9NX24|NHP2_HUMAN H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens GN=NHP2 PE=1 SV=1,153,54.25,54.25,11.11,1,22,6,0,4,4,0,6.39E-96,4,4,195396.6727,219947.0135,219127.6245,233423.2133,244326.2479,244223.1932,246730.8689,260268.388,271562.2468,310849.6424,Q9NX24,NHP2
PG248433,sp|Q9BT22|ALG1_HUMAN Chitobiosyldiphosphodolichol beta-mannosyltransferase OS=Homo sapiens GN=ALG1 PE=1 SV=2,464,13.79,13.79,0,1,19,6,0,4,4,0,1.04E-77,4,4,195692.082,202706.417,197844.603,176745.343,200956.7324,201703.0741,204497.6397,229740.9948,234393.3921,254538.9332,Q9BT22,ALG1
PG254339,sp|Q7Z417|NUFP2_HUMAN Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens GN=NUFIP2 PE=1 SV=1,695,33.81,33.81,7.338,1,110,23,0,4,4,0,6.8310079428847E-313,4,4,196066.0606,216452.228,211173.3746,184652.084,212751.6629,239885.3595,238462.4446,255425.7178,283517.5556,338752.8226,Q7Z417,NUFIP2
PG246519,sp|Q9BZK7|TBL1R_HUMAN F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens GN=TBL1XR1 PE=1 SV=1,514,33.27,24.51,2.14,1,30,14,4,6,6,2,7.17E-207,4,4,196212.473,206212.5084,231967.1007,244643.5418,234781.0505,230916.3863,262772.901,292522.7018,298577.03,302981.6303,Q9BZK7,TBL1XR1
PG244254,sp|Q8NEJ9|NGDN_HUMAN Neuroguidin OS=Homo sapiens GN=NGDN PE=1 SV=1,315,21.59,21.59,8.571,2,34,8,0,4,4,0,1.46E-111,4,4,205671.1031,212205.033,231035.4483,209045.9909,248990.0793,298190.1724,251799.424,285108.8551,281347.4109,321079.8374,Q8NEJ9|Q8NEJ9-2,NGDN
PG250280,sp|Q96JM3|CHAP1_HUMAN Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens GN=CHAMP1 PE=1 SV=2,812,70.81,70.81,33.87,1,489,64,0,4,4,0,0,4,4,205793.3848,218107.3982,253802.4955,258725.7192,248820.0524,263528.3895,261083.1001,300947.0535,268009.8227,307661.5877,Q96JM3,CHAMP1
