Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Genome_0Min_(TMT 127C PCN),_Genome_0Min_(TMT 127C PCN),WT_60Min_(TMT 128C PCN),WT_60Min_(TMT 128C PCN),_Env_60Min_(TMT 129C PCN),_Env_60Min_(TMT 130N PCN),_Genome_60Min_(TMT 130C PCN),_Genome_60Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG244311,sp|Q9Y6K9-2|NEMO_HUMAN Isoform 2 of NF-kappa-B essential modulator OS=Homo sapiens GN=IKBKG,487,37.99,25.67,4.928,3,37,17,6,5,5,0,1.76E-210,5,5,52009.62853,49500.08535,45540.76238,46686.59314,47762.02879,46590.35066,43989.63797,41867.6897,42612.49308,49446.69561,Q9Y6K9|Q9Y6K9-2|A0A087X1B1,IKBKG
PG242928,sp|P54819|KAD2_HUMAN Adenylate kinase 2; mitochondrial OS=Homo sapiens GN=AK2 PE=1 SV=2,239,68.2,68.2,10.46,3,60,14,0,5,5,0,3.30E-210,5,5,113377.6389,103363.0816,103433.6338,95884.84301,115660.3311,98530.43984,108202.6984,92631.71704,104617.3501,102142.8053,P54819|P54819-2|F8W1A4,AK2
PG254923,sp|P35813-3|PPM1A_HUMAN Isoform 3 of Protein phosphatase 1A OS=Homo sapiens GN=PPM1A,455,38.24,33.63,2.857,2,35,14,2,5,5,0,4.99E-210,5,5,60539.66063,58621.82809,48147.73149,51919.96567,59527.26006,54171.26851,54051.31266,57318.58722,52852.99783,56541.49078,P35813|P35813-3,PPM1A
PG245267,sp|Q15291|RBBP5_HUMAN Retinoblastoma-binding protein 5 OS=Homo sapiens GN=RBBP5 PE=1 SV=2,538,28.44,28.44,7.621,1,44,16,0,5,5,0,9.49E-210,5,5,92649.54448,95835.25228,77853.72835,83144.88914,84092.70666,82910.51101,82023.15956,77058.0494,83001.01264,80793.68105,Q15291,RBBP5
PG248338,sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens GN=ANXA4 PE=1 SV=4,319,55.17,52.98,3.762,1,47,16,1,5,5,0,2.46E-209,5,5,55717.11321,61150.48315,50581.79461,53185.06988,59229.06518,54799.96854,56435.4571,55293.14534,57033.27243,53361.50793,P09525,ANXA4
PG249830,sp|P50750-2|CDK9_HUMAN Isoform 2 of Cyclin-dependent kinase 9 OS=Homo sapiens GN=CDK9,489,31.29,27.81,4.908,2,49,15,2,6,6,1,6.38E-208,5,5,62490.61159,61920.43581,57533.19515,61094.87653,51513.4201,64832.93562,55248.75378,61531.74192,61296.52652,62171.93368,P50750|P50750-2,CDK9
PG245097,sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3,425,39.76,30.35,8.706,2,79,15,7,10,9,4,1.47E-207,5,5,76971.05952,77911.48861,66585.91136,75158.21837,76692.89241,63959.37239,69575.27097,70766.43872,67305.03895,68184.37754,Q09028|Q09028-3,RBBP4
PG251130,sp|Q03111|ENL_HUMAN Protein ENL OS=Homo sapiens GN=MLLT1 PE=1 SV=2,559,34.53,34.53,9.481,1,49,16,0,5,5,0,5.88E-204,5,5,19846.76356,16400.027,21063.61877,16308.91971,17456.30365,19386.12827,19592.07915,18423.6685,19207.71176,19345.57124,Q03111,MLLT1
PG245222,sp|Q9H0U4|RAB1B_HUMAN Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1,201,73.63,41.79,12.44,1,83,14,7,16,11,7,8.84E-203,5,4,57457.42313,54831.37744,63770.41708,61415.338,58203.28288,59461.42731,60858.94402,62338.10581,62275.13533,64322.25536,Q9H0U4,RAB1B
PG259570,tr|Q5QPM7|Q5QPM7_HUMAN Proteasome inhibitor PI31 subunit OS=Homo sapiens GN=PSMF1 PE=1 SV=2,263,44.49,44.49,22.05,1,86,14,0,5,5,0,1.50E-202,5,5,40227.03833,41053.08695,34488.92472,36487.51376,40380.06954,35839.45106,36213.70686,34117.41559,35635.81486,40678.75108,Q5QPM7,PSMF1
PG250325,sp|Q9BW85|CCD94_HUMAN Coiled-coil domain-containing protein 94 OS=Homo sapiens GN=CCDC94 PE=1 SV=1,323,43.65,43.65,12.38,1,33,14,0,5,5,0,2.15E-201,5,5,49633.45961,48688.60699,49113.43113,46085.71328,45999.3273,43443.39022,42023.30821,44493.84689,50217.91019,46053.22881,Q9BW85,CCDC94
PG252434,sp|Q96CS3|FAF2_HUMAN FAS-associated factor 2 OS=Homo sapiens GN=FAF2 PE=1 SV=2,445,38.43,38.43,8.315,1,29,14,0,5,5,0,2.50E-201,5,5,38098.65164,33110.50453,35501.07409,33051.5025,32031.76194,38587.96428,36770.38712,29125.86876,42297.24584,38459.19492,Q96CS3,FAF2
PG253162,sp|Q8N257|H2B3B_HUMAN Histone H2B type 3-B OS=Homo sapiens GN=HIST3H2BB PE=1 SV=3,126,74.6,19.05,37.3,1,973,16,11,134,10,8,1.88E-200,5,2,112503.5366,108007.2782,111614.7752,92770.80104,80520.40993,115470.7055,103464.3139,102958.965,116432.2062,120691.3697,Q8N257,HIST3H2BB
PG252051,sp|Q96C19|EFHD2_HUMAN EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1,240,47.08,38.33,7.083,1,78,13,2,7,6,2,1.05E-199,5,4,123581.834,130579.4891,113610.7776,124644.9874,115916.9689,91472.00009,111566.4191,104807.3731,111661.8168,101828.9724,Q96C19,EFHD2
PG253952,sp|Q86U44|MTA70_HUMAN N6-adenosine-methyltransferase 70 kDa subunit OS=Homo sapiens GN=METTL3 PE=1 SV=2,580,35.34,35.34,2.586,1,35,14,0,5,5,0,1.08E-199,5,5,73477.04001,72141.36466,69532.36639,66236.93341,66018.53971,68883.82486,66575.71924,61238.74842,69638.60856,70416.06706,Q86U44,METTL3
PG248134,sp|P55263|ADK_HUMAN Adenosine kinase OS=Homo sapiens GN=ADK PE=1 SV=2,362,48.9,48.9,8.287,1,35,15,0,5,5,0,1.03E-198,5,5,92685.62012,102501.5872,86580.77894,88303.15003,91628.56264,90245.92974,93159.10344,91641.46052,91774.85207,86524.54033,P55263,ADK
PG243275,sp|Q13601|KRR1_HUMAN KRR1 small subunit processome component homolog OS=Homo sapiens GN=KRR1 PE=1 SV=4,381,35.7,35.7,11.02,1,33,15,0,5,5,0,3.48E-198,5,5,74396.73194,71929.35969,82903.61216,76292.66691,54101.53417,84654.29332,72583.32135,81046.90045,83052.97523,82936.20442,Q13601,KRR1
PG251420,sp|Q68CQ4|DIEXF_HUMAN Digestive organ expansion factor homolog OS=Homo sapiens GN=DIEXF PE=1 SV=2,756,23.94,23.94,0,1,30,15,0,5,5,0,1.67E-197,5,5,64310.56801,68246.19236,58583.32387,59976.8098,65495.04838,60524.82706,63667.14717,58049.75259,63497.75238,59783.47538,Q68CQ4,DIEXF
PG242151,sp|O15347|HMGB3_HUMAN High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4,200,61,54,20.5,1,36,15,3,7,6,1,1.64E-196,5,5,82614.60756,76633.13864,93288.49994,83763.45508,64142.52578,93677.12019,86228.61738,90583.65011,105902.1632,109575.6469,O15347,HMGB3
PG246417,sp|Q9NXG2|THUM1_HUMAN THUMP domain-containing protein 1 OS=Homo sapiens GN=THUMPD1 PE=1 SV=2,353,49.01,49.01,2.266,1,58,15,0,5,5,0,6.70E-195,5,5,65363.02388,62384.2736,77416.17314,74600.59067,74033.75712,69096.67014,74400.07221,72674.54728,74985.47914,73870.97328,Q9NXG2,THUMPD1
PG248572,sp|O15143|ARC1B_HUMAN Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3,372,38.98,32.8,9.14,1,32,13,1,6,6,1,1.91E-192,5,5,161242.7396,147156.4306,132032.7594,137252.8516,139140.8444,131326.25,138814.6358,137336.4817,140525.8177,141646.6274,O15143,ARPC1B
PG251539,sp|Q9NVM6|DJC17_HUMAN DnaJ homolog subfamily C member 17 OS=Homo sapiens GN=DNAJC17 PE=1 SV=1,304,55.59,55.59,0,1,40,14,0,5,5,0,2.49E-190,5,5,41798.15392,39940.22426,52937.06962,52297.96353,51147.77969,50074.25927,52826.33352,52835.4668,55334.89044,54715.95801,Q9NVM6,DNAJC17
PG249214,sp|O95817|BAG3_HUMAN BAG family molecular chaperone regulator 3 OS=Homo sapiens GN=BAG3 PE=1 SV=3,575,48.52,48.52,4,1,37,15,0,5,5,0,7.56E-190,5,5,17596.62037,20172.96841,23334.48119,24191.7033,20534.76485,23507.7069,21367.92258,22734.37018,23930.26218,24768.21732,O95817,BAG3
PG244537,sp|O75381|PEX14_HUMAN Peroxisomal membrane protein PEX14 OS=Homo sapiens GN=PEX14 PE=1 SV=1,377,33.95,33.95,13.53,2,37,15,0,5,5,0,2.74E-189,5,5,60836.39813,61060.92621,51905.13505,49932.00781,55993.1284,51308.49138,54928.30178,51485.73568,50425.11961,46423.46124,O75381|O75381-2,PEX14
PG256098,sp|Q9H9B4|SFXN1_HUMAN Sideroflexin-1 OS=Homo sapiens GN=SFXN1 PE=1 SV=4,322,43.79,35.09,6.211,1,42,14,2,6,5,1,1.60E-188,5,4,92960.56076,87861.27772,78974.98473,80687.17422,83503.39858,79558.25681,80294.06873,75649.24924,77160.29095,75018.2372,Q9H9B4,SFXN1
PG246825,sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase; mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2,397,46.1,46.1,2.771,2,33,14,0,5,5,0,4.31E-188,5,5,68046.4206,64426.09731,55442.81229,54767.69779,60779.89789,53257.65227,56406.27103,52514.63087,57045.19563,55447.44588,P42765|A0A0B4J2A4,ACAA2
PG247301,sp|P68036|UB2L3_HUMAN Ubiquitin-conjugating enzyme E2 L3 OS=Homo sapiens GN=UBE2L3 PE=1 SV=1,154,74.68,70.13,34.42,1,40,12,2,6,5,1,7.20E-188,5,4,77607.64427,82116.30517,73922.55886,81547.90436,82110.01126,73714.7061,71412.99242,70050.89234,71880.34482,71831.11433,P68036,UBE2L3
PG249664,sp|Q9UJX2|CDC23_HUMAN Cell division cycle protein 23 homolog OS=Homo sapiens GN=CDC23 PE=1 SV=3,597,31.49,31.49,2.01,1,37,15,0,5,4,0,2.52E-187,5,4,86744.64958,87223.31934,75816.54459,74921.23708,79454.46429,72715.13051,74021.00604,75058.43061,76741.23424,73431.81431,Q9UJX2,CDC23
PG256347,tr|A0A0A0MTC5|A0A0A0MTC5_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1,570,27.19,24.39,0,12,68,12,2,7,7,2,5.52E-187,5,5,51107.39988,44967.90997,47768.20577,48499.03713,39488.93644,46412.88133,44135.34838,42399.65673,46433.69741,46704.4841,Q9NUL3|Q9NUL3-2|Q9NUL3-3|Q9NUL3-7|Q9NUL3-8|F8VPI7|A0A0A0MTD1|A0A0A0MTC6|E7EPX0|E9PH62|A0A0A0MTC5|E7EVJ4,STAU2
PG247634,sp|Q14191|WRN_HUMAN Werner syndrome ATP-dependent helicase OS=Homo sapiens GN=WRN PE=1 SV=2,1432,9.358,9.358,0.6285,1,31,13,0,5,5,0,1.00E-184,5,5,82060.52305,77292.71414,78137.07057,75622.17618,64524.59265,76987.10286,71093.49459,66831.33646,82705.18438,82503.10688,Q14191,WRN
PG244210,sp|Q9BYT8|NEUL_HUMAN Neurolysin; mitochondrial OS=Homo sapiens GN=NLN PE=1 SV=1,704,21.73,21.73,2.273,2,24,13,0,5,5,0,5.24E-184,5,5,77747.21514,73463.30549,69167.77217,77382.38572,68092.83442,68656.20143,65660.38793,63497.72967,66145.419,66305.76744,Q9BYT8|E9PCB6,NLN
PG252863,sp|P46926|GNPI1_HUMAN Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens GN=GNPDA1 PE=1 SV=1,289,67.13,44.29,0,1,31,12,4,8,8,3,1.00E-183,5,5,72785.15751,68988.432,67397.48157,69848.99177,74532.53563,66203.06853,65182.1925,65080.28711,71766.87972,65543.70619,P46926,GNPDA1
PG242115,sp|Q7Z4Q2|HEAT3_HUMAN HEAT repeat-containing protein 3 OS=Homo sapiens GN=HEATR3 PE=1 SV=2,680,22.06,22.06,3.382,1,22,14,0,5,5,0,1.52E-183,5,5,120215.3381,126923.8661,107191.8879,111550.8826,108620.6487,104015.8516,107963.167,104777.2189,114831.7857,111377.6068,Q7Z4Q2,HEATR3
PG254607,sp|Q9UPP1|PHF8_HUMAN Histone lysine demethylase PHF8 OS=Homo sapiens GN=PHF8 PE=1 SV=3,1060,15.38,15.38,1.415,2,53,14,0,5,5,0,3.97E-183,5,5,50892.11109,51720.55109,58886.48124,62284.29185,43306.34539,61215.11332,49592.38897,56741.38805,60975.09608,61833.26239,Q9UPP1|Q9UPP1-2,PHF8
PG251814,sp|P00374|DYR_HUMAN Dihydrofolate reductase OS=Homo sapiens GN=DHFR PE=1 SV=2,187,70.59,70.59,12.83,1,41,13,0,5,5,0,3.87E-182,5,5,71516.55062,75880.01404,53362.2743,60620.57212,68270.31714,59569.31911,61360.75844,64150.49642,56465.20009,57906.48578,P00374,DHFR
PG243033,sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens GN=KPNA3 PE=1 SV=2,521,26.68,18.23,2.879,1,48,13,6,10,9,4,1.95E-180,5,5,69984.72677,63286.69,53584.88833,65310.12261,60825.11417,56985.71508,59686.42694,56285.7329,58778.35487,63427.15055,O00505,KPNA3
PG256408,sp|O15269|SPTC1_HUMAN Serine palmitoyltransferase 1 OS=Homo sapiens GN=SPTLC1 PE=1 SV=1,473,32.35,32.35,1.691,1,28,12,0,5,5,0,1.78E-179,5,5,27878.89852,27091.90729,28827.54146,28134.24192,26034.18096,32473.47283,25895.60297,30352.52611,30205.3059,27811.18722,O15269,SPTLC1
PG242611,sp|O14920|IKKB_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens GN=IKBKB PE=1 SV=1,756,22.22,22.22,1.852,1,31,14,0,5,5,0,3.38E-179,5,5,92083.04524,92589.07373,82974.91112,85234.27857,82913.84809,81325.40878,83608.26288,81259.20372,81663.02034,81488.2199,O14920,IKBKB
PG250217,sp|Q96A33|CCD47_HUMAN Coiled-coil domain-containing protein 47 OS=Homo sapiens GN=CCDC47 PE=1 SV=1,483,24.02,24.02,10.56,1,25,14,0,5,5,0,5.70E-179,5,5,68538.37089,69317.37862,69952.95679,68941.54004,59377.08708,72144.78283,68231.39995,74545.43278,70382.37063,70156.36487,Q96A33,CCDC47
PG253003,tr|H0YNJ6|H0YNJ6_HUMAN GMP reductase OS=Homo sapiens GN=GMPR2 PE=1 SV=1,427,34.89,34.89,5.152,4,27,13,0,5,5,0,3.12E-178,5,5,85991.40302,81640.22103,80417.55701,78905.64385,90753.19417,86558.64902,83460.90345,80155.92607,93746.7133,88919.66143,Q9P2T1|Q9P2T1-2|H0YNJ6|A0A087WWM4,GMPR2
PG255848,sp|P82675|RT05_HUMAN 28S ribosomal protein S5; mitochondrial OS=Homo sapiens GN=MRPS5 PE=1 SV=2,430,30.7,30.7,4.186,1,29,13,0,5,5,0,3.62E-177,5,5,60524.5002,62522.35978,58515.63026,55278.13678,54080.14862,55655.85533,55841.82393,52351.00324,59040.55135,56703.4455,P82675,MRPS5
PG247024,sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2,206,69.9,69.9,18.45,2,54,14,0,5,5,0,7.98E-177,5,5,54538.14493,70346.04489,47502.84139,47590.85703,46641.00012,41534.28728,45681.46483,44850.5836,48206.12537,52877.43263,O43399|O43399-2,TPD52L2
PG249469,sp|Q9Y5P4-3|C43BP_HUMAN Isoform 3 of Collagen type IV alpha-3-binding protein OS=Homo sapiens GN=COL4A3BP,752,18.35,18.35,1.729,2,24,13,0,5,5,0,1.03E-176,5,5,105856.6285,108309.2557,92382.24031,94904.2719,100385.8695,87871.43911,88801.08014,96496.48762,92403.59787,97217.68004,Q9Y5P4|Q9Y5P4-3,COL4A3BP
PG242205,sp|Q96FZ2|HMCES_HUMAN Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein OS=Homo sapiens GN=HMCES PE=1 SV=1,354,38.98,38.98,9.322,1,30,15,0,5,5,0,6.22E-176,5,5,83147.7508,82215.79797,74157.72819,73777.34117,83568.16024,77732.7824,77613.40651,75866.71597,79329.01555,77199.18085,Q96FZ2,HMCES
PG244126,sp|Q6P4R8-2|NFRKB_HUMAN Isoform 2 of Nuclear factor related to kappa-B-binding protein OS=Homo sapiens GN=NFRKB,1324,11.25,11.25,0,3,45,12,0,5,5,0,1.96E-174,5,5,51472.64221,51606.62593,51526.26293,54216.93885,45639.34902,55823.72679,52231.2364,48030.80478,68570.75084,58166.47812,Q6P4R8|Q6P4R8-2|Q6P4R8-3,NFRKB
PG256490,sp|Q15833-3|STXB2_HUMAN Isoform 3 of Syntaxin-binding protein 2 OS=Homo sapiens GN=STXBP2,604,24.5,24.5,4.967,3,28,13,0,5,5,0,1.92E-173,5,5,69380.30431,68462.33429,64510.32638,66426.53429,67040.64337,63202.64133,66145.33921,61878.8545,60998.2997,60109.67864,Q15833|Q15833-2|Q15833-3,STXBP2
PG249713,sp|Q96F63|CCD97_HUMAN Coiled-coil domain-containing protein 97 OS=Homo sapiens GN=CCDC97 PE=1 SV=1,343,41.11,41.11,7.872,1,30,12,0,5,5,0,3.23E-173,5,5,101755.2876,105152.2706,94732.39648,98452.11191,92699.01434,86319.19003,86694.98384,91167.86737,88744.29798,83701.1802,Q96F63,CCDC97
PG254952,sp|Q8WUA2|PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=1 SV=1,492,31.1,31.1,7.927,1,65,12,0,5,5,0,3.36E-173,5,5,74033.17185,77780.35347,71106.53775,63152.0537,67525.82841,67804.11268,61912.1429,64477.08122,70693.8215,71015.32806,Q8WUA2,PPIL4
PG248038,sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens GN=ABI1 PE=1 SV=4,508,27.76,27.76,5.118,8,153,12,0,5,3,0,4.10E-173,5,3,41194.23566,32362.58673,37447.8771,37725.93196,43893.50091,36041.22787,40069.06112,37827.10675,40595.29125,43493.87143,Q8IZP0|Q8IZP0-2|Q8IZP0-3|Q8IZP0-4|Q8IZP0-5|Q8IZP0-6|Q8IZP0-9|A0A0A0MRT6,ABI1
PG245107,sp|Q9Y4C8|RBM19_HUMAN Probable RNA-binding protein 19 OS=Homo sapiens GN=RBM19 PE=1 SV=3,960,17.92,17.92,0,1,26,13,0,5,5,0,1.29E-172,5,5,55813.71222,52556.00488,60842.10142,55368.27654,45709.76484,62784.53467,56817.4279,64760.24445,61521.94139,71741.30288,Q9Y4C8,RBM19
PG256484,sp|Q9Y5M8|SRPRB_HUMAN Signal recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3,271,47.97,47.97,11.81,1,23,12,0,5,5,0,1.93E-172,5,5,87950.87506,84184.48561,81979.0657,78469.90007,70525.4323,83604.65892,77784.81511,82271.72695,79945.07468,78472.83782,Q9Y5M8,SRPRB
PG249163,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens GN=BSG PE=1 SV=2,385,37.14,37.14,6.494,2,48,11,0,5,5,0,3.55E-172,5,5,88668.27137,92910.11691,84420.22157,88580.64077,97817.77727,75463.87002,88100.52036,89344.43658,73455.71955,78717.89579,P35613|P35613-2,BSG
PG250055,sp|P61604|CH10_HUMAN 10 kDa heat shock protein; mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2,102,80.39,43.14,39.22,1,103,12,6,9,7,3,6.03E-172,5,4,140683.3632,141012.1533,109276.5833,117226.5913,124016.3744,101068.7437,103568.2683,96664.25839,99932.15023,87422.46407,P61604,HSPE1
PG247665,tr|A0A087X295|A0A087X295_HUMAN WD repeat-containing protein 6 OS=Homo sapiens GN=WDR6 PE=1 SV=1,1151,11.73,11.73,2.259,2,28,13,0,5,5,0,1.01E-171,5,5,53568.84205,52966.29722,45192.4208,46272.00892,50312.92676,50992.68926,52356.69707,48707.47714,49816.17239,55224.20758,Q9NNW5|A0A087X295,WDR6
PG250016,sp|O00257|CBX4_HUMAN E3 SUMO-protein ligase CBX4 OS=Homo sapiens GN=CBX4 PE=1 SV=3,560,25.54,25.54,5.893,1,51,13,0,5,4,0,1.18E-171,5,4,27800.53154,26371.65382,38019.09501,30210.85532,32902.46836,37563.61612,37440.16588,35106.92253,38994.48887,40301.00648,O00257,CBX4
PG247232,sp|P55327-3|TPD52_HUMAN Isoform 3 of Tumor protein D52 OS=Homo sapiens GN=TPD52,248,58.06,58.06,11.69,2,25,13,0,5,5,0,1.52E-171,5,5,50984.48846,66290.27583,47053.54819,47340.09236,48587.73051,37707.44544,46151.26742,43582.20675,50124.15791,50632.08588,P55327-2|P55327-3,TPD52
PG250791,sp|P23786|CPT2_HUMAN Carnitine O-palmitoyltransferase 2; mitochondrial OS=Homo sapiens GN=CPT2 PE=1 SV=2,658,23.4,23.4,0,1,30,13,0,5,5,0,2.58E-171,5,5,66029.21424,74749.02188,60880.59293,71141.86397,60037.83079,63013.29293,60217.75886,66017.76728,50519.99946,56138.09281,P23786,CPT2
PG249319,sp|Q53HL2|BOREA_HUMAN Borealin OS=Homo sapiens GN=CDCA8 PE=1 SV=2,280,47.14,47.14,10.71,1,41,11,0,5,5,0,1.04E-170,5,5,41055.6826,42090.70773,52272.5319,43540.44727,32293.46555,50465.6182,42736.5429,54839.50134,51188.41537,53614.56866,Q53HL2,CDCA8
PG257731,tr|Q5TEC6|Q5TEC6_HUMAN Histone H3 OS=Homo sapiens GN=HIST2H3PS2 PE=1 SV=1,136,62.5,22.06,24.26,1,531,14,12,102,8,6,1.46E-170,5,2,75953.81825,71472.29255,97021.94577,87927.53229,56667.46042,90710.60989,76333.14208,83354.27439,85091.64812,87411.90952,Q5TEC6,HIST2H3PS2
PG249381,sp|O60566-3|BUB1B_HUMAN Isoform 3 of Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens GN=BUB1B,1064,12.5,12.5,1.88,2,31,15,0,5,5,0,9.48E-170,5,5,44943.94881,47748.05015,40012.00543,45227.48897,45048.41516,47471.53694,44949.56301,45517.52203,50783.22161,47910.523,O60566|O60566-3,BUB1B
PG254918,sp|Q4J6C6|PPCEL_HUMAN Prolyl endopeptidase-like OS=Homo sapiens GN=PREPL PE=1 SV=1,727,22.83,22.83,1.1,2,21,11,0,5,5,0,8.30E-169,5,5,73044.46104,65275.75492,73059.9342,75385.89646,77312.19938,73076.83285,73710.29837,74046.17077,75713.19088,75326.49084,Q4J6C6|Q4J6C6-4,PREPL
PG242443,sp|P56537|IF6_HUMAN Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1,245,60,60,13.88,1,53,10,0,5,5,0,3.20E-168,5,5,42439.04671,41118.23391,38113.74155,32155.94336,39896.96684,38950.55991,35549.15359,36809.97661,44434.3776,40865.81995,P56537,EIF6
PG255519,sp|Q96DV4|RM38_HUMAN 39S ribosomal protein L38; mitochondrial OS=Homo sapiens GN=MRPL38 PE=1 SV=2,380,41.84,41.84,2.632,1,30,13,0,5,5,0,4.72E-168,5,5,27969.82758,32314.5088,58764.61683,55137.9323,49156.93466,59817.30316,51621.34881,55095.68627,55495.26095,56927.4123,Q96DV4,MRPL38
PG253112,sp|Q9UBQ7|GRHPR_HUMAN Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens GN=GRHPR PE=1 SV=1,328,47.26,47.26,0,1,35,11,0,5,5,0,6.93E-165,5,5,73477.49524,75105.5333,63655.11861,66305.05814,62622.48655,64332.18472,67449.35279,63431.66227,64566.6359,61848.90415,Q9UBQ7,GRHPR
PG251156,sp|P49770|EI2BB_HUMAN Translation initiation factor eIF-2B subunit beta OS=Homo sapiens GN=EIF2B2 PE=1 SV=3,351,39.32,39.32,0,1,33,13,0,5,4,0,7.58E-165,5,4,30093.3818,30087.34307,46808.59466,39482.63222,40893.32668,39183.13006,42758.52336,42524.18176,38263.8944,40579.55704,P49770,EIF2B2
PG245079,sp|P63000-2|RAC1_HUMAN Isoform B of Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1,211,49.76,13.74,14.69,2,58,12,9,13,10,7,1.23E-164,5,3,79792.23395,76461.37141,76562.52316,75919.37451,72196.73971,74952.64662,71812.609,73184.13064,80322.18186,76415.96985,P63000|P63000-2,RAC1
PG249568,sp|Q8WUQ7-2|CATIN_HUMAN Isoform 2 of Cactin OS=Homo sapiens GN=CACTIN,935,14.76,14.76,0,2,31,11,0,5,5,0,5.61E-164,5,5,58469.56511,54138.85747,58958.13144,53468.14876,56187.59494,53218.75868,54742.87328,52404.04736,61291.54845,62915.58988,Q8WUQ7|Q8WUQ7-2,CACTIN
PG247480,sp|P15374|UCHL3_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens GN=UCHL3 PE=1 SV=1,230,67.83,67.83,8.696,1,37,10,0,5,5,0,8.33E-163,5,5,67234.41018,64970.48881,57045.72143,60128.5331,67172.88198,59433.06771,62502.8673,62777.21383,63245.51084,63478.74619,P15374,UCHL3
PG250727,sp|Q9H3G5|CPVL_HUMAN Probable serine carboxypeptidase CPVL OS=Homo sapiens GN=CPVL PE=1 SV=2,476,26.47,26.47,6.513,1,32,12,0,5,5,0,8.57E-163,5,5,84670.27726,83517.18139,68618.65605,65457.82247,76267.91965,71647.61671,68841.28073,67695.54228,72441.22926,69567.08206,Q9H3G5,CPVL
PG245449,sp|Q9GZR2|REXO4_HUMAN RNA exonuclease 4 OS=Homo sapiens GN=REXO4 PE=1 SV=2,422,27.01,27.01,4.976,1,28,13,0,5,5,0,4.56E-161,5,5,44389.63244,42035.04983,48268.13663,48653.01706,41883.08449,49102.7158,47674.68955,48225.96812,54365.16517,52917.88263,Q9GZR2,REXO4
PG254673,sp|P42336|PK3CA_HUMAN Phosphatidylinositol 4;5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Homo sapiens GN=PIK3CA PE=1 SV=2,1068,12.17,12.17,1.592,1,25,11,0,5,5,0,5.63E-161,5,5,27601.80333,28208.61858,26353.20708,27644.38547,28109.4179,27898.90821,26549.0908,25723.39183,27875.55517,26090.91377,P42336,PIK3CA
PG255130,sp|Q8TF01|PNISR_HUMAN Arginine/serine-rich protein PNISR OS=Homo sapiens GN=PNISR PE=1 SV=2,805,13.17,13.17,3.975,1,49,13,0,5,5,0,2.28E-160,5,5,93374.65386,98138.33622,108476.9643,107804.897,99917.51522,99811.42751,96927.06185,101879.9353,99952.44382,105588.0177,Q8TF01,PNISR
PG243304,sp|Q14145|KEAP1_HUMAN Kelch-like ECH-associated protein 1 OS=Homo sapiens GN=KEAP1 PE=1 SV=2,624,22.92,22.92,0,1,26,11,0,5,5,0,3.71E-160,5,5,35593.76364,35234.58505,31853.60131,35423.65548,36407.74321,34207.14961,35661.05778,33216.84501,40359.80653,34718.49177,Q14145,KEAP1
