Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	_Env_0Min_(TMT 127C PCN)	_Env_0Min_(TMT 128N PCN)	_Env_5Min_(TMT 129C PCN)	_Env_5Min_(TMT 130N PCN)	_Genome_5Min_(TMT 130C PCN)	_Genome_5Min_(TMT 131N PCN)	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	5min_1	5min_2	mean0min	mean5min	log05	pVal05	qVal05
PG263013	tr|H0YK48|H0YK48_HUMAN Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=1	248	53.23	15.32	25.4	1	88	22	17	19	12	8	4.0299999999999996e-277	4	4	36812.80052	32817.38313	32758.00507	34237.35756	32820.42123	36979.07875	H0YK48	TPM1	H0YK48	134305.84102	27716.5386525	34288.55454	33144.0381475	39290.6485225	31002.54659625	36217.343335	0.22429399806566147	0.179350276272506	0.242273213134875
PG255189	tr|A0A0G2JHC2|A0A0G2JHC2_HUMAN Phostensin OS=Homo sapiens GN=PPP1R18 PE=1 SV=1	613	37.68	37.68	9.135	2	69	22	0	5	5	0	9.279999999999999e-256	4	4	33194.2263	32599.4494	33414.02482	37983.99762	30992.7495	33134.20683	Q6NYC8|A0A0G2JHC2	PPP1R18	A0A0G2JHC2	134131.34719	32314.7574825	34035.06334	32098.2385625	35424.269140000004	33174.91041125	33761.25385125	0.025275915344253656	0.771820214302872	0.483701545615933
PG243976	tr|M0R0P8|M0R0P8_HUMAN Unconventional myosin-IXb OS=Homo sapiens GN=MYO9B PE=1 SV=1	2157	20.91	20.91	3.57	2	90	35	0	4	4	0	0.0	3	3	31575.53968	37250.72717	33515.01265	37058.03235	34745.93484	34782.37884	Q13459|M0R0P8	MYO9B	M0R0P8	133899.66534	32761.54897	34971.1594875	33613.2274525	32457.4633575	33866.35422875	33035.345405	-0.03584225752552365	0.622446620817249	0.441061772734836
PG249392	sp|P41223|BUD31_HUMAN Protein BUD31 homolog OS=Homo sapiens GN=BUD31 PE=1 SV=2	144	43.06	43.06	27.78	1	29	9	0	5	5	0	1.53e-128	4	4	32569.80758	40969.44909	37631.40328	36215.55847	36786.13166	37462.21818	P41223	BUD31	P41223	133849.91572	28082.5645625	31985.64007	39139.17168	34467.93726	30034.10231625	36803.55447	0.2932435637578863	0.0422786175986116	0.135128017122799
PG253818	sp|Q5JRA6|MIA3_HUMAN Melanoma inhibitory activity protein 3 OS=Homo sapiens GN=MIA3 PE=1 SV=1	1907	12.85	12.85	3.199	1	45	19	0	5	5	0	1.5e-259	5	5	32757.70796	33449.45344	32884.61578	37170.46228	34606.98377	38489.45414	Q5JRA6	MIA3	Q5JRA6	133685.87853	35141.835275	33573.6977475	33087.845467499996	32194.394565000002	34357.766511249996	32641.12001625	-0.07394569310433019	0.293976428798904	0.305494312521572
PG249445	tr|A0A087WZT3|A0A087WZT3_HUMAN BolA-like protein 2 OS=Homo sapiens GN=BOLA2 PE=1 SV=2	152	39.47	39.47	0.0	2	44	5	0	5	3	0	1.2e-74	4	3	33052.60695	31109.01311	28265.81405	26532.1073	30965.79906	35036.49816	Q9H3K6|A0A087WZT3	BOLA2	A0A087WZT3	133471.08289999998	35104.65771	35945.2056	30317.739515	32400.4411475	35524.931655	31359.09033125	-0.17994816376076153	0.0458570448825343	0.137912385165065
PG255293	sp|Q9HCU5|PREB_HUMAN Prolactin regulatory element-binding protein OS=Homo sapiens GN=PREB PE=1 SV=2	417	19.66	19.66	0.0	1	13	6	0	4	4	0	1.75e-101	4	4	30508.83745	31806.41163	36939.01268	36126.57436	34865.04531	34104.07788	Q9HCU5	PREB	Q9HCU5	133252.92803	29922.340475	31671.23422	37747.1391025	34064.5348775	30796.7873475	35905.836989999996	0.22143853310452552	0.0451357062370301	0.137213597894207
PG253145	sp|Q03013|GSTM4_HUMAN Glutathione S-transferase Mu 4 OS=Homo sapiens GN=GSTM4 PE=1 SV=3	218	46.79	11.93	7.798	1	17	9	7	8	7	6	3.79e-131	1	1	31957.5248	31973.92881	35034.58894	31846.47137	31450.65148	31725.61644	Q03013	GSTM4	Q03013	133059.05374	34744.40188	30001.6893	31616.481209999998	37136.983607500006	32373.045589999998	34376.73240875	0.08663932195862471	0.507099267421503	0.399417209197049
PG248081	sp|Q9ULW3|ABT1_HUMAN Activator of basal transcription 1 OS=Homo sapiens GN=ABT1 PE=1 SV=1	272	25.74	25.74	0.0	1	12	5	0	2	2	0	4.1499999999999997e-69	2	2	30819.11643	32623.34643	35609.93095	34285.65496	33881.68672	33624.49573	Q9ULW3	ABT1	Q9ULW3	132905.47272	35988.075	33065.9693325	35916.963977499996	27845.37337	34527.02216625	31881.16867375	-0.11502139677342257	0.419220649677322	0.364054328230666
PG245602	sp|Q969Q0|RL36L_HUMAN 60S ribosomal protein L36a-like OS=Homo sapiens GN=RPL36AL PE=1 SV=3	106	52.83	9.434	17.92	1	32	11	9	5	5	4	3.08e-135	1	1	30661.03464	31429.97451	30913.10641	33563.4301	33479.36347	36914.74152	Q969Q0	RPL36AL	Q969Q0	132801.1446	34510.8375425	32803.0463725	32736.4217175	32979.5923725	33656.9419575	32858.007045000006	-0.034659122163138746	0.605643410383306	0.434229444389163
PG244354	sp|Q8WX93|PALLD_HUMAN Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	1383	10.41	10.41	1.518	1	36	13	0	2	2	0	3.2e-164	2	2	34270.58557	32456.27804	28710.53551	30505.01704	31029.78294	35029.2257	Q8WX93	PALLD	Q8WX93	132735.4577	33639.960042499995	32331.079855	32472.9663625	34244.75094	32985.51994875	33358.85865125	0.016237082672308268	0.816036872567262	0.495399102942709
PG250586	sp|Q96KA5|CLP1L_HUMAN Cleft lip and palate transmembrane protein 1-like protein OS=Homo sapiens GN=CLPTM1L PE=1 SV=1	538	20.63	20.63	0.0	2	20	7	0	5	5	0	1.2e-114	5	5	30591.01049	39639.99572	34431.40955	31455.25513	31793.36136	32416.05594	Q96KA5|Q96KA5-2	CLPTM1L	Q96KA5	132690.21103	32098.2385625	33412.9580575	36735.1730075	30346.3266	32755.59831	33540.749803750005	0.0341734397570269	0.810596260930993	0.494478204079222
PG249378	sp|Q9BX70|BTBD2_HUMAN BTB/POZ domain-containing protein 2 OS=Homo sapiens GN=BTBD2 PE=1 SV=1	525	3.238	3.238	0.0	2	2	2	0	2	2	0	1.58e-18	2	2	37302.91619	35207.57878	38647.31984	40390.6179	47363.02566	39804.23128	Q9BX70|Q9BX70-2	BTBD2	Q9BX70	132535.85079	25677.3111525	27665.188860000002	37577.9518875	41928.5828375	26671.25000625	39753.2673625	0.5757880003599356	0.0016604388898544	0.0324198496864765
PG251304	sp|Q13158|FADD_HUMAN FAS-associated death domain protein OS=Homo sapiens GN=FADD PE=1 SV=1	208	34.62	34.62	12.98	1	17	8	0	4	3	0	4.59e-102	4	3	28635.9926	33589.8783	34604.49383	33098.4044	36449.35182	36172.16394	Q13158	FADD	Q13158	132506.08335	33315.587419999996	36012.496269999996	33722.4946575	29636.119065	34664.041845	31679.30686125	-0.12989911348579153	0.217989837452289	0.263225518930011
PG249136	sp|Q8NBF6|AVL9_HUMAN Late secretory pathway protein AVL9 homolog OS=Homo sapiens GN=AVL9 PE=1 SV=1	648	12.65	11.73	0.1543	3	12	7	1	1	1	0	5.04e-97	1	1	38329.45411	37244.7138	29693.30601	33018.27152	30706.11073	30805.73954	Q8NBF6|Q8NBF6-2|B8ZZW5	AVL9	Q8NBF6	132470.18443999998	36094.9189425	35823.5684375	31077.200725000002	29509.2601375	35959.24369	30293.230431250002	-0.2473672443138788	0.0127921145342686	0.0869277864543278
PG255622	sp|Q9BYN8|RT26_HUMAN 28S ribosomal protein S26; mitochondrial OS=Homo sapiens GN=MRPS26 PE=1 SV=1	205	34.15	34.15	0.0	1	17	8	0	3	2	0	1.2799999999999999e-89	3	2	41227.75971	33640.34749	39753.80297	31418.19698	38177.56978	33271.23464	Q9BYN8	MRPS26	Q9BYN8	132464.65217999998	28193.794205	28183.465205	37847.4044	38508.0857125	28188.629705	38177.74505625	0.4376185455438626	0.0009718343022512	0.0242742427064297
PG247142	sp|Q15633|TRBP2_HUMAN RISC-loading complex subunit TARBP2 OS=Homo sapiens GN=TARBP2 PE=1 SV=3	366	19.95	19.95	0.0	2	11	6	0	2	2	0	1.99e-75	2	2	29773.79162	30230.40033	32570.70124	34186.85406	34364.69376	34401.31656	Q15633|Q15633-2	TARBP2	Q15633	132410.27949	33516.0383025	32098.2385625	32905.830577500004	33885.6924575	32807.138432499996	33395.7615175	0.02565525029455178	0.695394732711045	0.461825161820089
PG252550	tr|E7EMK3|E7EMK3_HUMAN Flotillin-2 OS=Homo sapiens GN=FLOT2 PE=1 SV=1	483	22.15	22.15	2.277	3	18	9	0	4	4	0	9.78e-131	4	4	30598.72096	32824.66425	32792.68075	32901.53463	30430.91708	30450.75419	Q14254|J3QLD9|E7EMK3	FLOT2	E7EMK3	132364.21463	33560.19932	33257.123375	32603.732119999997	33087.845467499996	33408.661347500005	32845.78879375	-0.02451376406749394	0.687301659934885	0.459182835474109
PG256737	sp|O94874-3|UFL1_HUMAN Isoform 3 of E3 UFM1-protein ligase 1 OS=Homo sapiens GN=UFL1	509	44.4	9.037	10.22	1	80	26	21	7	7	5	0.0	2	2	31035.05757	32759.99847	28611.12491	28458.90858	27324.90258	30313.11812	O94874-3	UFL1	O94874-3	132076.03305	34381.8415225	35456.711872500004	30487.862175000002	32148.621745	34919.2766975	31318.24196	-0.15702044627393202	0.062366426594581	0.155584973907288
PG247410	sp|O14562|UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens GN=UBFD1 PE=1 SV=2	309	13.27	13.27	0.0	2	11	4	0	2	2	0	5.71e-53	2	2	31065.315	28838.77238	31761.42622	29990.16011	27206.26832	29733.54775	O14562|H3BRL3	UBFD1	O14562	132017.14002	34566.77859	36896.9862825	30346.3266	30575.8441375	35731.88243625	30461.08536875	-0.23024457248467478	0.019796591710388	0.103367653205303
PG250721	sp|Q9BRF8|CPPED_HUMAN Serine/threonine-protein phosphatase CPPED1 OS=Homo sapiens GN=CPPED1 PE=1 SV=3	314	22.93	22.93	3.503	1	16	6	0	2	2	0	6.44e-83	2	2	36096.19532	31534.85768	28320.10108	28496.6193	26697.95801	30826.54947	Q9BRF8	CPPED1	Q9BRF8	131846.38733	35000.776105	36670.6706575	29421.100585	31120.270842500002	35835.72338125	30270.68571375	-0.24347712058467477	0.0176602476043909	0.0992667875016141
PG257431	sp|Q8TCF1|ZFAN1_HUMAN AN1-type zinc finger protein 1 OS=Homo sapiens GN=ZFAND1 PE=1 SV=1	268	12.31	12.31	0.0	2	6	3	0	2	2	0	2.98e-42	2	2	30516.43346	30500.30508	30230.24001	27811.54138	35328.17692	34530.44198	Q8TCF1|Q8TCF1-4	ZFAND1	Q8TCF1	131819.17792	31816.557207500002	33915.557475	32777.17235	33104.6535225	32866.05734125	32940.912936249995	0.0032821399256667176	0.953228961725279	0.530620379850437
PG254716	sp|Q9NRX4|PHP14_HUMAN 14 kDa phosphohistidine phosphatase OS=Homo sapiens GN=PHPT1 PE=1 SV=1	125	50.4	50.4	8.8	1	11	6	0	4	4	0	5.2100000000000005e-77	4	4	34528.34832	29588.80573	37656.78632	32712.22369	36332.59118	32988.51885	Q9NRX4	PHPT1	Q9NRX4	131760.75808	27901.2191075	30056.1310675	35649.538694999996	38199.3271275	28978.6750875	36924.43291125	0.34958412810721906	0.0071486552844743	0.0741895061795045
PG246207	sp|Q9UMZ2|SYNRG_HUMAN Synergin gamma OS=Homo sapiens GN=SYNRG PE=1 SV=2	1314	18.72	18.72	6.773	6	69	22	0	3	3	0	5.2e-300	3	3	29263.58052	30516.89509	33034.6425	31233.31292	32972.93259	34941.46075	Q9UMZ2|Q9UMZ2-3|Q9UMZ2-4|Q9UMZ2-5|Q9UMZ2-7|Q9UMZ2-8	SYNRG	Q9UMZ2	131698.14917	34843.8218475	32716.8667575	31314.221625	32969.9632725	33780.3443025	32142.092448749998	-0.07172018127569343	0.351373844847836	0.334254830992182
PG253433	sp|Q96II8|LRCH3_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Homo sapiens GN=LRCH3 PE=1 SV=2	777	25.61	24.58	9.653	1	42	18	1	3	3	0	3.55e-242	3	3	31313.84032	28158.11389	30502.13137	27101.42709	32210.90253	34774.71007	Q96II8	LRCH3	Q96II8	131642.36934	36237.2447425	32698.7655675	31329.85855	31616.481209999998	34468.005155	31473.16988	-0.13113531503911932	0.15323876379288	0.226571171148717
PG252335	sp|Q13642|FHL1_HUMAN Four and a half LIM domains protein 1 OS=Homo sapiens GN=FHL1 PE=1 SV=4	323	10.53	10.53	0.0	14	5	4	0	1	1	0	1.89e-44	1	1	31118.14382	27346.32586	26031.3003	29145.95407	29198.90966	31682.21799	Q13642|Q13642-1|Q13642-3|Q13642-4|Q13642-5|A0A0D9SFI6|Q5JXI8|Q5JXI3|Q5JXI2|A0A0D9SFB0|Q5JXH9|A0A0D9SFZ9|Q5JXH8|Q5JXH7	FHL1	Q13642	131624.10927000002	33587.0462625	34703.30833	31934.46107	31693.6855575	34145.177296249996	31814.07331375	-0.10201672590076188	0.150389880680435	0.224740404665291
PG246944	sp|Q5JTV8-3|TOIP1_HUMAN Isoform 3 of Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1	584	39.38	2.568	16.78	1	108	26	25	7	7	6	0.0	1	1	25650.0173	34315.35426	35656.34877	34591.57249	35721.5282	35166.36262	Q5JTV8-3	TOR1AIP1	Q5JTV8-3	131556.2835	31646.2227075	31762.4863975	35643.96277	32300.172755	31704.3545525	33972.067762499995	0.09966802646648121	0.248172514492177	0.279602623255417
PG242997	sp|Q7Z7F0|K0907_HUMAN UPF0469 protein KIAA0907 OS=Homo sapiens GN=KIAA0907 PE=1 SV=1	614	24.27	24.27	0.0	1	34	10	0	5	5	0	1.98e-143	5	5	28403.26621	25664.04596	28229.01932	31489.48929	32942.62268	35770.76429	Q7Z7F0	KIAA0907	Q7Z7F0	131495.80315	32698.7655675	32194.394565000002	29939.1568375	36800.3663675	32446.58006625	33369.7616025	0.040474956448718784	0.787117389118601	0.487707469353944
PG252091	sp|P19447|ERCC3_HUMAN TFIIH basal transcription factor complex helicase XPB subunit OS=Homo sapiens GN=ERCC3 PE=1 SV=1	782	17.26	17.26	0.0	1	14	9	0	3	3	0	1.09e-121	3	3	30702.68643	29703.59044	31360.42579	32381.57671	34203.89885	35076.52641	P19447	ERCC3	P19447	131416.22228	34654.8230825	31693.6855575	36651.980957499996	28606.72518	33174.25432	32629.35306875	-0.02389365365215123	0.82007678433596	0.496461224409752
PG247228	sp|O94842|TOX4_HUMAN TOX high mobility group box family member 4 OS=Homo sapiens GN=TOX4 PE=1 SV=1	621	16.26	10.14	0.0	3	29	8	3	4	4	1	6.36e-110	3	3	30142.67655	31248.87778	31833.17392	32224.68648	30084.76102	34133.53678	O94842|O94842-2|O94842-3	TOX4	O94842	131392.99106000003	31823.6383125	32300.172755	34510.8375425	32656.5933025	32061.90553375	33583.7154225	0.06690167519690152	0.344449573519197	0.331124826512462
PG247074	sp|Q8N584|TT39C_HUMAN Tetratricopeptide repeat protein 39C OS=Homo sapiens GN=TTC39C PE=2 SV=2	583	8.233	8.233	0.0	2	10	5	0	3	3	0	1.25e-59	3	3	29658.54904	28930.2624	31470.96555	31591.77831	31738.78332	36286.3922	Q8N584|Q8N584-2	TTC39C	Q8N584	131222.71271	31450.594125	34607.382182500005	30814.057325	33806.2343975	33028.988153750004	32310.14586125	-0.03174550966305975	0.728124156369823	0.470789867803281
PG246661	sp|Q9BV44|THUM3_HUMAN THUMP domain-containing protein 3 OS=Homo sapiens GN=THUMPD3 PE=1 SV=1	507	16.77	16.77	0.0	1	12	7	0	3	3	0	6.33e-102	3	3	33450.85717	32371.36383	28802.19019	29182.22713	30139.27739	32166.16132	Q9BV44	THUMPD3	Q9BV44	131018.18913	34489.4468325	33639.960042499995	32127.605467499998	31105.4651175	34064.70343749999	31616.535292499997	-0.10759836873160299	0.138510022756558	0.21664125564423
PG243669	sp|Q9H3H1|MOD5_HUMAN tRNA dimethylallyltransferase; mitochondrial OS=Homo sapiens GN=TRIT1 PE=1 SV=1	467	13.7	13.7	7.923	2	18	6	0	4	4	0	1.2200000000000001e-103	3	3	32243.87783	33605.78611	28404.50694	31314.55671	28068.88375	32665.22577	Q9H3H1|Q9H3H1-4	TRIT1	Q9H3H1	130973.48362	34452.2091825	34794.65464	30690.7587975	31345.804545	34623.43191125	31018.28167125	-0.15862996606120203	0.0451041994763128	0.137213597894207
PG249996	sp|Q9UFW8|CGBP1_HUMAN CGG triplet repeat-binding protein 1 OS=Homo sapiens GN=CGGBP1 PE=1 SV=2	167	49.1	49.1	0.0	1	21	7	0	3	3	0	6.08e-99	3	3	23429.6145	23599.24293	23279.61462	31000.67073	24441.79503	28091.13667	Q9UFW8	CGGBP1	Q9UFW8	130962.57493	24012.235955	23315.8260725	27606.705765	56751.6555675	23664.03101375	42179.18066625	0.8338352226174284	0.0952067362615266	0.184460970175763
PG244001	sp|Q6PIF6|MYO7B_HUMAN Unconventional myosin-VIIb OS=Homo sapiens GN=MYO7B PE=1 SV=2	2116	4.206	4.206	0.0	2	10	8	0	3	3	0	3.16e-113	3	3	29370.01177	33854.28814	30182.58002	27951.35518	36513.67976	34945.00891	Q6PIF6|B9A063	MYO7B	Q6PIF6	130894.4644	33613.2274525	34635.25611	32559.1622825	30268.80719	34124.241781250006	31413.98473625	-0.11939003603287701	0.144510531252022	0.221359093388139
PG245658	sp|P62244|RS15A_HUMAN 40S ribosomal protein S15a OS=Homo sapiens GN=RPS15A PE=1 SV=2	130	74.62	35.38	20.77	1	59	12	7	7	4	2	1.16e-170	2	2	30401.17061	27266.83943	36032.54437	38544.95828	40562.2254	35820.66726	P62244	RPS15A	P62244	130872.74505999999	37115.809705	30760.15557	35278.316905	27460.3470925	33937.9826375	31369.33199875	-0.11354600214400898	0.498689183676776	0.395715892717566
PG255719	sp|Q9Y3A5|SBDS_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens GN=SBDS PE=1 SV=4	250	37.6	37.6	6.8	1	12	8	0	3	3	0	4.8500000000000004e-117	3	3	29239.48749	33294.97192	28240.33869	33238.87606	37452.15682	33976.32031	Q9Y3A5	SBDS	Q9Y3A5	130723.05579	31190.8543025	33367.33085	35530.462915	30487.862175000002	32279.092576249997	33009.162545	0.03226651488779566	0.782388309828405	0.486475894270035
PG253240	sp|O94927|HAUS5_HUMAN HAUS augmin-like complex subunit 5 OS=Homo sapiens GN=HAUS5 PE=1 SV=2	633	25.75	25.75	3.949	1	33	15	0	4	4	0	8.33e-212	4	4	31813.88337	32582.72744	30579.93381	31201.29202	32944.06032	32913.99847	O94927	HAUS5	O94927	130722.52199000001	34212.2922125	33435.8463475	32656.5933025	30826.5290675	33824.069279999996	31741.561185	-0.09167714903283959	0.215333622794794	0.261506435039563
PG245075	sp|Q15286|RAB35_HUMAN Ras-related protein Rab-35 OS=Homo sapiens GN=RAB35 PE=1 SV=1	201	56.22	45.27	5.97	1	46	11	2	3	2	1	4.9099999999999996e-152	2	1	31145.7018	35655.22209	29266.48852	28140.99786	29083.74306	31927.27846	Q15286	RAB35	Q15286	130712.17639000001	33839.242255	34419.36282	31105.4651175	31762.4863975	34129.3025375	31433.9757575	-0.11868617678173629	0.102407503584776	0.190753366761384
PG243757	sp|Q99549-2|MPP8_HUMAN Isoform 2 of M-phase phosphoprotein 8 OS=Homo sapiens GN=MPHOSPH8	867	33.22	33.22	0.0	2	81	18	0	4	4	0	1.14e-234	4	4	27756.58517	35640.67003	32436.6625	34746.00523	35958.19787	34965.38645	Q99549|Q99549-2	MPHOSPH8	Q99549-2	130455.10463000002	30993.903615	33885.6924575	36398.1429775	29300.494365	32439.798036250002	32849.31867125	0.01809861022487798	0.93398850861085	0.525522322032875
PG251910	sp|Q8TDB6|DTX3L_HUMAN E3 ubiquitin-protein ligase DTX3L OS=Homo sapiens GN=DTX3L PE=1 SV=1	740	14.86	14.86	0.9459	1	29	10	0	3	3	0	1.2800000000000002e-122	3	3	30243.24618	31054.83568	34402.48271	35561.14527	34626.25688	35356.95478	Q8TDB6	DTX3L	Q8TDB6	130398.50747000001	30196.845105	31077.200725000002	34566.77859	34336.8597325	30637.022915	34451.81916125	0.16930405027302303	0.038120927633597	0.131658856888777
PG243812	sp|P21359|NF1_HUMAN Neurofibromin OS=Homo sapiens GN=NF1 PE=1 SV=2	2839	11.87	11.87	0.4579	3	95	28	0	4	4	0	0.0	4	4	29751.09355	35369.88827	31757.77272	31300.30939	32393.83624	32107.00208	P21359|P21359-2|P21359-6	NF1	P21359	130254.81427999999	32432.2026875	34092.4421575	34590.7267075	29280.2446325	33262.3224225	31935.48567	-0.058728512190121	0.561796128928876	0.418371556501412
PG246801	sp|Q15750|TAB1_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens GN=TAB1 PE=1 SV=1	504	25.79	25.79	0.0	1	18	9	0	3	3	0	9.78e-138	3	3	33617.03847	32989.54343	30334.8682	33792.46317	31128.66369	30720.52981	Q15750	TAB1	Q15750	130149.0323	35042.2370075	35765.613625	28241.6538125	31398.4816125	35403.925316249995	29820.0677125	-0.2476257906034644	0.0265776923280127	0.115098339376848
PG256625	sp|O95292|VAPB_HUMAN Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens GN=VAPB PE=1 SV=3	243	37.45	37.45	18.11	1	26	10	1	3	3	1	1.88e-153	2	2	26778.45725	33540.42297	30689.29242	31171.87403	29751.80678	32653.33585	O95292	VAPB	O95292	129885.67842000001	30613.38479	33937.187195	31492.3380225	33778.12624	32275.2859925	32635.23213125	0.016000421725652924	0.845410352178068	0.503006373909376
PG248985	sp|O95352|ATG7_HUMAN Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens GN=ATG7 PE=1 SV=1	703	11.81	11.81	0.0	1	16	7	0	3	3	0	2.1600000000000001e-97	3	3	31487.21755	30361.20496	30266.93955	31919.96902	30447.90737	33923.91144	O95352	ATG7	O95352	129794.2726	31519.1530175	33461.7529975	32482.004455000002	32271.6987125	32490.4530075	32376.85158375	-0.005053158267277066	0.94755331092894	0.528489465701309
PG247581	sp|Q96FK6|WDR89_HUMAN WD repeat-containing protein 89 OS=Homo sapiens GN=WDR89 PE=2 SV=1	387	14.21	14.21	3.876	1	14	5	0	4	4	0	3.55e-78	4	4	32716.92714	34845.85893	28883.42548	28447.32486	33372.97804	30518.44118	Q96FK6	WDR89	Q96FK6	129673.38483000001	30575.8441375	35916.963977499996	32031.643615	31291.1091075	33246.404057499996	31661.37636125	-0.07047433399013363	0.528833632195495	0.406039256073764
PG243118	sp|Q9H7Z6|KAT8_HUMAN Histone acetyltransferase KAT8 OS=Homo sapiens GN=KAT8 PE=1 SV=2	458	29.04	29.04	0.0	1	21	10	0	5	5	0	2.33e-146	5	5	30152.77748	31915.19864	33713.5241	35759.82414	31477.44637	34232.8781	Q9H7Z6	KAT8	Q9H7Z6	129645.02949	31176.8393625	34685.36795	30986.017535	32545.44762	32931.10365625	31765.7325775	-0.0519795725854424	0.559422058974648	0.417222614958272
PG252588	tr|R4GMU1|R4GMU1_HUMAN GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens GN=H6PD PE=1 SV=1	802	5.112	5.112	0.0	2	4	3	0	2	2	0	1.33e-37	2	2	41568.51819	41459.13897	37915.10962	35785.49767	34896.28512	30780.98407	O95479|R4GMU1	H6PD	R4GMU1	129552.09026	28918.986925	28727.2722775	36866.738295	35079.8628325	28823.129601250002	35973.30056375	0.31969954221811064	0.0047587617932467	0.061011822838661
PG254417	sp|Q9NWU1|OXSM_HUMAN 3-oxoacyl-[acyl-carrier-protein] synthase; mitochondrial OS=Homo sapiens GN=OXSM PE=1 SV=1	459	16.78	16.78	5.011	1	10	7	0	4	3	0	6.63e-100	4	3	29754.54105	28755.79933	31531.87614	30960.08435	30839.43862	33641.44185	Q9NWU1	OXSM	Q9NWU1	129522.22548	29400.941655	33144.0381475	33825.07637	33122.57559	31272.489901250003	33473.82598	0.09813936656586789	0.277189488685876	0.295625876031445
PG254635	sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1	154	64.94	64.94	32.47	1	50	13	0	6	3	0	6.28e-175	6	3	34436.45206	32299.0712	31026.12067	31559.18142	31961.55412	31506.23476	Q9UHV9	PFDN2	Q9UHV9	129504.67444	29136.04089	35230.25742	30155.46858	34794.65464	32183.149155	32475.06161	0.01302676048585702	0.906728711799018	0.519622500724642
PG250830	sp|Q6JBY9|CPZIP_HUMAN CapZ-interacting protein OS=Homo sapiens GN=RCSD1 PE=1 SV=1	416	68.27	10.1	31.73	1	219	28	23	8	7	5	0.0	3	2	30664.47007	30354.9031	29124.69237	32932.34672	30941.1591	30226.0447	Q6JBY9	RCSD1	Q6JBY9	129492.33600000001	30299.8769775	34843.8218475	29537.0428675	34452.2091825	32571.8494125	31994.626025	-0.025796034230994035	0.827601370803845	0.49790844728901
PG256236	sp|O95470|SGPL1_HUMAN Sphingosine-1-phosphate lyase 1 OS=Homo sapiens GN=SGPL1 PE=1 SV=3	568	9.331	9.331	0.0	1	9	4	0	4	3	0	1.12e-56	4	3	30291.89852	38558.90843	29900.61743	31657.93197	27223.22362	29092.12008	O95470	SGPL1	O95470	129456.32532999999	33199.343492500004	33177.5991275	32525.9415275	30955.924870000003	33188.47131	31740.93319875	-0.06433763442498838	0.344369343068476	0.331124826512462
PG254062	tr|F8WA39|F8WA39_HUMAN Myotubularin-related protein 1 OS=Homo sapiens GN=MTMR1 PE=1 SV=1	673	18.57	18.57	0.0	2	15	9	0	1	1	0	9.489999999999999e-98	1	1	31212.15142	32457.33621	28917.85902	32424.05048	31343.42156	30864.22506	Q13613|F8WA39	MTMR1	F8WA39	129235.28922	31671.23422	34139.49734	28389.450755	34381.8415225	32905.36578	31385.646138750002	-0.0682179490252911	0.549296046981716	0.41260916755498
PG244468	sp|Q9BRP1|PDD2L_HUMAN Programmed cell death protein 2-like OS=Homo sapiens GN=PDCD2L PE=1 SV=1	358	20.39	20.39	0.0	1	7	5	0	2	2	0	4.26e-71	2	2	34408.96393	28685.00183	27506.80977	30201.1135	31541.11392	32673.08522	Q9BRP1	PDCD2L	Q9BRP1	129227.85185	35079.8628325	33999.0962675	27915.436165	32414.199455	34539.479550000004	30164.81781	-0.1953794753449999	0.0907995591548478	0.18075660396897
PG251128	sp|Q5J8M3|EMC4_HUMAN ER membrane protein complex subunit 4 OS=Homo sapiens GN=EMC4 PE=1 SV=2	183	24.04	24.04	8.743	7	13	4	0	2	2	0	3.8e-61	2	2	31091.74715	39442.14636	35930.19391	30296.55728	28798.23686	29027.78757	Q5J8M3|Q5J8M3-2|Q5J8M3-3|S4R329|H0YNK8|H0YK61|H0YNK0	EMC4	Q5J8M3	129150.55863	35230.25742	33035.19543	31660.059705	29685.92297	34132.726425	30672.9913375	-0.15418678727433766	0.0899530443134466	0.180200594936953
