Protein Group Name,Uniprot IDs,Representative Protein Description,Uniprot,Exp1 5 min log2 fold change,Exp1 5 min q-value,Exp1 60 min log2 fold change,Exp1 60 min q-value,Exp2 5 min log2 fold change,Exp2 5 min q-value,Exp2 60 min log2 fold change,Exp2 60 min q-value,Significant
PG252508,Q05932|Q05932-2|Q05932-3|Q05932-4,sp|Q05932|FOLC_HUMAN Folylpolyglutamate synthase; mitochondrial OS=Homo sapiens GN=FPGS PE=1 SV=3,Q05932,-0.05975908966437828,0.443187956973864,-0.13931583906339592,0.0831728320159874,-0.2045216613990533,0.176527539244128,-0.03808340320595625,0.582969151475214,False
PG251726,Q5VYK3|J3KN16,tr|J3KN16|J3KN16_HUMAN KIAA0368 OS=Homo sapiens GN=KIAA0368 PE=1 SV=1,J3KN16,0.00849881222223083,0.652099346157732,0.12822618994691257,0.211644741364902,-0.04226300125586716,0.404616293997128,0.1393313470945795,0.246509716051349,False
PG251138,Q969X5|Q969X5-2,sp|Q969X5|ERGI1_HUMAN Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Homo sapiens GN=ERGIC1 PE=1 SV=1,Q969X5,0.017373013935568078,0.643214915432796,0.1670336946546445,0.129831522776236,-0.06497065380801556,0.393916126142097,-0.11614306871787074,0.460619972548924,False
PG245699,P42677,sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3,P42677,0.20525531130933602,0.329807394628266,0.11914891156448401,0.324685083022154,0.01930382540604214,0.518652200900925,-0.1670614517919483,0.252023605646854,False
PG252960,Q9H936|E9PJH7,sp|Q9H936|GHC1_HUMAN Mitochondrial glutamate carrier 1 OS=Homo sapiens GN=SLC25A22 PE=1 SV=1,Q9H936,0.03496366957650998,0.627218515104053,0.13344768378285787,0.115991704537017,-0.16581260651605592,0.144327463236617,-0.18710752810153114,0.180679736750961,False
PG251485,O60879-2|A6NML8|C9J6U3,tr|C9J6U3|C9J6U3_HUMAN Protein diaphanous homolog 2 OS=Homo sapiens GN=DIAPH2 PE=1 SV=3,C9J6U3,0.025393138603190486,0.664732210524179,-0.17698302352899384,0.142320609608376,0.052360259551727135,0.44290255589629,0.00102024812483865,0.677374506324488,False
PG255662,P62304,sp|P62304|RUXE_HUMAN Small nuclear ribonucleoprotein E OS=Homo sapiens GN=SNRPE PE=1 SV=1,P62304,0.07859947406646683,0.469223619717209,0.023243689673692332,0.435542858883285,-0.05672932149471896,0.433134017853765,-0.1340783718967339,0.257106015360402,False
PG248083,Q6PD74,sp|Q6PD74|AAGAB_HUMAN Alpha- and gamma-adaptin-binding protein p34 OS=Homo sapiens GN=AAGAB PE=1 SV=1,Q6PD74,-0.08950009523486538,0.352237977313571,-0.013724053776013658,0.496307564774865,-0.12002900371864815,0.283604716959373,-0.18155850420154424,0.197937038921928,False
PG252178,Q15075,sp|Q15075|EEA1_HUMAN Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2,Q15075,0.12363842974427715,0.226527282895292,0.17894143150965564,0.0317346038840208,0.004208757968325802,0.532346388206254,-0.052484889838531466,0.528964619591848,False
PG268952,M0R058,tr|M0R058|M0R058_HUMAN Alpha-soluble NSF attachment protein (Fragment) OS=Homo sapiens GN=NAPA PE=1 SV=1,M0R058,-0.10764252242551099,0.293569054120509,-0.062387911696826594,0.333193985115777,,,,,False
PG245629,Q9H2W6,sp|Q9H2W6|RM46_HUMAN 39S ribosomal protein L46; mitochondrial OS=Homo sapiens GN=MRPL46 PE=1 SV=1,Q9H2W6,0.03756707420095,0.5449550118928,-0.040727628965416936,0.407075206672215,-0.2159518258971038,0.0982004735962255,0.1479437901496175,0.256523311236477,False
PG254227,Q9Y5A7|Q9Y5A7-2|H3BM14|H3BM74,tr|H3BM74|H3BM74_HUMAN NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=1,H3BM74,-0.05993945365836364,0.503955335310327,0.04292857695632096,0.407971395680099,-0.08464945673339115,0.395340936803951,0.07453578663721544,0.421899401139348,False
PG248763,Q8NFD5|Q8NFD5-2|Q8NFD5-3,sp|Q8NFD5-3|ARI1B_HUMAN Isoform 3 of AT-rich interactive domain-containing protein 1B OS=Homo sapiens GN=ARID1B,Q8NFD5-3,0.012087068841916257,0.660391500403768,0.03336818529148234,0.441044352873521,0.0452416693226746,0.399452607397058,0.16591309904441492,0.202357877643481,False
PG253913,Q9H944,sp|Q9H944|MED20_HUMAN Mediator of RNA polymerase II transcription subunit 20 OS=Homo sapiens GN=MED20 PE=1 SV=1,Q9H944,-0.024632302708541675,0.590008120812433,-0.0574523592094533,0.333998034955423,-0.14903173831105834,0.175680573283036,-0.16639878574441147,0.310404696167688,False
PG247075,O43156,sp|O43156|TTI1_HUMAN TELO2-interacting protein 1 homolog OS=Homo sapiens GN=TTI1 PE=1 SV=3,O43156,0.056609610028501796,0.45879451302596,0.07396692473525815,0.211644741364902,0.1695704769045777,0.129243411248392,0.019329703559330613,0.652632539571357,False
PG253363,Q8IVB5,sp|Q8IVB5|LIX1L_HUMAN LIX1-like protein OS=Homo sapiens GN=LIX1L PE=2 SV=1,Q8IVB5,-0.06081045642882351,0.395765976971472,-0.004063525250805397,0.530475212103397,,,,,False
PG249661,P27701,sp|P27701|CD82_HUMAN CD82 antigen OS=Homo sapiens GN=CD82 PE=1 SV=1,P27701,-0.558918941317103,0.058751603120058,-0.6284753304256934,0.0042498859616372,-0.1420507337783878,0.177911433561708,-0.08636276762767127,0.46090299511159,True
PG243871,Q9HB07,sp|Q9HB07|MYG1_HUMAN UPF0160 protein MYG1; mitochondrial OS=Homo sapiens GN=C12orf10 PE=1 SV=2,Q9HB07,-0.12072295740057037,0.324269148191057,-0.06226050109396535,0.238056494514374,-0.09300787689115868,0.255728139062782,-0.03081337781713211,0.585940391683764,False
PG253412,Q9UNF1,sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2,Q9UNF1,-0.10511462739770357,0.420688682125324,0.07794145763899021,0.411703410946216,0.1297372794065446,0.256141250171631,0.20756612644581118,0.171330673749558,False
PG259570,Q5QPM7,tr|Q5QPM7|Q5QPM7_HUMAN Proteasome inhibitor PI31 subunit OS=Homo sapiens GN=PSMF1 PE=1 SV=2,Q5QPM7,0.09084274677377818,0.433557346666087,0.056716433738817316,0.366646232572015,0.08305941496092907,0.378599034159425,-0.05910704271512576,0.528944882485866,False
PG245700,O60930,sp|O60930|RNH1_HUMAN Ribonuclease H1 OS=Homo sapiens GN=RNASEH1 PE=1 SV=2,O60930,-0.0019219222935584353,0.667588770412075,-0.026712959506934333,0.431665338265557,0.03873850532230642,0.452143533485934,-0.2789572574934632,0.121308565040036,False
PG254804,Q8TBX8|Q8TBX8-3,sp|Q8TBX8|PI42C_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens GN=PIP4K2C PE=1 SV=3,Q8TBX8,0.19168548111093384,0.136888237128417,0.16313088433775624,0.0555703883867566,-0.12639280698255595,0.340937761563286,-0.23204514383104274,0.250520933784411,False
PG249266,Q8NFC6,sp|Q8NFC6|BD1L1_HUMAN Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens GN=BOD1L1 PE=1 SV=2,Q8NFC6,0.006733515391312756,0.667588770412075,0.13345053554417619,0.157227407466984,0.23929849852221527,0.118086851605027,0.17577847770861116,0.386162560042154,False
PG255916,Q9Y3D9,sp|Q9Y3D9|RT23_HUMAN 28S ribosomal protein S23; mitochondrial OS=Homo sapiens GN=MRPS23 PE=1 SV=2,Q9Y3D9,-0.017094866097694294,0.626066923105762,-0.18087426365997855,0.0614997458614974,-0.05164172198693205,0.397008968586548,-0.24574121127761575,0.204290288511068,False
PG250558,Q9BQ75|Q9BQ75-2|C9J384,sp|Q9BQ75|CMS1_HUMAN Protein CMSS1 OS=Homo sapiens GN=CMSS1 PE=1 SV=2,Q9BQ75,0.13633725832817273,0.246260495096904,0.136357666487411,0.0612045771702217,0.06818007249055294,0.34947132253519,0.028829969258454977,0.594803091538742,False
PG246757,Q9NWX6,sp|Q9NWX6|THG1_HUMAN Probable tRNA(His) guanylyltransferase OS=Homo sapiens GN=THG1L PE=1 SV=2,Q9NWX6,0.022757528010926276,0.644982459032732,0.1284783911012024,0.1230165432067,-0.08852134482735569,0.464306520433811,-0.5877364780235728,0.102513189931814,False
PG255450,Q9BWH6|Q9BWH6-2,sp|Q9BWH6|RPAP1_HUMAN RNA polymerase II-associated protein 1 OS=Homo sapiens GN=RPAP1 PE=1 SV=3,Q9BWH6,-0.1558302740125562,0.248114505106992,-0.19748832092353386,0.0557010745713269,-0.15912253647613897,0.139840678097359,-0.06860362592294221,0.484419062755491,False
PG247015,Q12792|Q12792-4,sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens GN=TWF1 PE=1 SV=3,Q12792,0.0505078466379029,0.526431874952855,-0.0733294620486757,0.286441691316683,-0.08500043296167398,0.255415631531511,-0.04882938345166162,0.531185850211636,False
PG256185,Q99470,sp|Q99470|SDF2_HUMAN Stromal cell-derived factor 2 OS=Homo sapiens GN=SDF2 PE=1 SV=2,Q99470,-0.15315193909165134,0.154286138711762,-0.12666467385701244,0.153196234976485,0.04238020495150224,0.473974572483709,-0.5353566514479303,0.236541947528812,False
PG248165,P29372|P29372-2|P29372-4|P29372-5,sp|P29372|3MG_HUMAN DNA-3-methyladenine glycosylase OS=Homo sapiens GN=MPG PE=1 SV=3,P29372,0.023146429210080123,0.603825116395487,0.08959263687679993,0.170698082953392,0.05046102055982766,0.446300821525166,0.10456630562801385,0.462372184945435,False
PG255461,Q96GC5|Q96GC5-3|F5H702,sp|Q96GC5|RM48_HUMAN 39S ribosomal protein L48; mitochondrial OS=Homo sapiens GN=MRPL48 PE=1 SV=2,Q96GC5,0.02990218385193593,0.594072518823061,0.02482258734650868,0.454816740688155,-0.12229139079975972,0.244741698497624,-0.10498049356666515,0.388355900934204,False
PG249950,O75794,sp|O75794|CD123_HUMAN Cell division cycle protein 123 homolog OS=Homo sapiens GN=CDC123 PE=1 SV=1,O75794,-0.11305810977277927,0.340998615071108,0.07410556908018373,0.282039799198947,-0.1512418043997898,0.176440722836166,-0.06401770954052187,0.474801125908565,False
PG243543,Q9UGP4|C9JRJ5,sp|Q9UGP4|LIMD1_HUMAN LIM domain-containing protein 1 OS=Homo sapiens GN=LIMD1 PE=1 SV=1,Q9UGP4,-0.13705334645019784,0.40633246721358,-0.3134137804189806,0.041242593633577,0.9381585126757741,0.0644751953536432,0.21973830594679522,0.215197808860299,True
PG246648,Q96GM8,sp|Q96GM8|TOE1_HUMAN Target of EGR1 protein 1 OS=Homo sapiens GN=TOE1 PE=1 SV=1,Q96GM8,-0.32291163133113726,0.144417769982992,-1.0118609693990326,0.004232652151476,-0.1599482171960385,0.136115349055596,-0.169757693988114,0.222319117791351,True
PG246713,Q99757,sp|Q99757|THIOM_HUMAN Thioredoxin; mitochondrial OS=Homo sapiens GN=TXN2 PE=1 SV=2,Q99757,-0.023761887394778275,0.644485701644118,-0.03289451447161922,0.474609880275057,,,-0.36116967142170314,0.0820401538450783,False
PG247724,Q86VN1,sp|Q86VN1|VPS36_HUMAN Vacuolar protein-sorting-associated protein 36 OS=Homo sapiens GN=VPS36 PE=1 SV=1,Q86VN1,-0.06616330243227088,0.511938125888938,-0.014067344145277829,0.501350426913032,-0.052430675553668746,0.399417209197049,-0.16953700921496792,0.213725720016963,False
PG254513,Q9BXB4,sp|Q9BXB4|OSB11_HUMAN Oxysterol-binding protein-related protein 11 OS=Homo sapiens GN=OSBPL11 PE=1 SV=2,Q9BXB4,0.048365139327955366,0.543375693374972,0.0054766556874517175,0.522099367068438,-0.01941674798781653,0.483056318941359,-0.0977947861467482,0.344291298972583,False
PG250359,Q96D05|Q96D05-2|Q5VVH9,sp|Q96D05-2|CJ035_HUMAN Isoform 2 of Uncharacterized protein C10orf35 OS=Homo sapiens GN=C10orf35,Q96D05-2,0.06979817782733774,0.321587646587194,0.1649249002427735,0.0874401275972033,0.23748825751967695,0.140373410825776,0.2238451356379242,0.199657580671671,False
PG256006,Q15796|Q15796-2|B7Z5N5,sp|Q15796|SMAD2_HUMAN Mothers against decapentaplegic homolog 2 OS=Homo sapiens GN=SMAD2 PE=1 SV=1,Q15796,0.050972400402701526,0.414174331696309,-0.03648559217623511,0.383157909137784,-0.12053196548106897,0.330702118684802,-0.1275003008017345,0.351379969665872,False
PG254999,Q9GZP4|Q9GZP4-2,sp|Q9GZP4|PITH1_HUMAN PITH domain-containing protein 1 OS=Homo sapiens GN=PITHD1 PE=1 SV=1,Q9GZP4,-0.01750590251155551,0.639758081096528,0.1216122762271986,0.108011360224282,0.27139863931291214,0.115098339376848,0.7967949246442683,0.0793042128075298,True
PG247961,Q9NUQ8|Q9NUQ8-2,sp|Q9NUQ8|ABCF3_HUMAN ATP-binding cassette sub-family F member 3 OS=Homo sapiens GN=ABCF3 PE=1 SV=2,Q9NUQ8,0.044227052614017874,0.49048812401554,0.014924203193377405,0.4839503111944,0.005670856828392504,0.523338630790517,-0.09578303825016381,0.377677967570526,False
PG244489,Q53EL6|Q53EL6-2,sp|Q53EL6|PDCD4_HUMAN Programmed cell death protein 4 OS=Homo sapiens GN=PDCD4 PE=1 SV=2,Q53EL6,-0.07761230350527368,0.434920607997401,0.23219193254828566,0.0106784777156542,-0.05944244311878564,0.403885291929199,0.013688234911303342,0.645504215579604,False
PG249273,Q9NYM9|A0A0C4DH16|B8ZZS0|H7BXT7,tr|B8ZZS0|B8ZZS0_HUMAN BET1-like protein OS=Homo sapiens GN=BET1L PE=1 SV=1,B8ZZS0,0.014607616035522995,0.626066923105762,0.12664745718642717,0.0868136753042366,0.02052002158986314,0.47867315387919,-0.07072376705133693,0.549639042286671,False
PG252961,Q8WWP7,sp|Q8WWP7|GIMA1_HUMAN GTPase IMAP family member 1 OS=Homo sapiens GN=GIMAP1 PE=1 SV=1,Q8WWP7,-0.08389785568621158,0.432956334838267,0.06512387091109081,0.353152772139643,-0.02694656616688504,0.491394428051144,-0.05027633474331293,0.608758202767585,False
PG248919,Q9Y294,sp|Q9Y294|ASF1A_HUMAN Histone chaperone ASF1A OS=Homo sapiens GN=ASF1A PE=1 SV=1,Q9Y294,-0.08159869996268189,0.406314452077503,-0.12237232780973945,0.0910833764261645,,,,,False
PG246387,Q9C0C2,sp|Q9C0C2|TB182_HUMAN 182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4,Q9C0C2,-0.10716705794020609,0.317312108356009,0.03062020674189029,0.439165774182373,-0.23314326558460993,0.0863268737021829,0.014385093464380251,0.651520170169774,False
PG256678,Q8N806,sp|Q8N806|UBR7_HUMAN Putative E3 ubiquitin-protein ligase UBR7 OS=Homo sapiens GN=UBR7 PE=1 SV=2,Q8N806,-0.18023012341641936,0.266818063233683,-0.03108845391706791,0.447311602497477,0.1591024253497484,0.17141429636956,0.027550131982044573,0.616870871207352,False
PG246681,Q6PL24,sp|Q6PL24|TMED8_HUMAN Protein TMED8 OS=Homo sapiens GN=TMED8 PE=1 SV=1,Q6PL24,-0.12717086732927524,0.387656773640355,-0.07315375412814368,0.332057173252699,-0.07824233123478475,0.332053926273489,-0.07107149334561719,0.440159862723751,False
PG246342,Q86XR7-2|Q9Y3B3|Q9Y3B3-2,sp|Q86XR7-2|TCAM2_HUMAN Isoform 2 of TIR domain-containing adapter molecule 2 OS=Homo sapiens GN=TICAM2,Q86XR7-2,-0.14617395958413643,0.300875807377031,0.14078104423736476,0.066312387279745,-0.4742272897638714,0.0811373500801386,-0.07154541761398178,0.531391883698971,False
PG246773,Q5BJF2,sp|Q5BJF2|TMM97_HUMAN Transmembrane protein 97 OS=Homo sapiens GN=TMEM97 PE=1 SV=1,Q5BJF2,-0.07428506623493861,0.52533788630169,0.04667248132413227,0.398275468483525,-0.14232212600038208,0.365988126521128,-0.1830862856285039,0.266077086406527,False
PG254277,Q8TCD5,sp|Q8TCD5|NT5C_HUMAN 5'(3')-deoxyribonucleotidase; cytosolic type OS=Homo sapiens GN=NT5C PE=1 SV=2,Q8TCD5,0.05936860800100955,0.447922120300786,-0.17748600431729697,0.0507467516432066,0.14747833943276642,0.259777718611819,-0.010498894836771364,0.655703427804596,False
PG246655,Q9UBB9,sp|Q9UBB9|TFP11_HUMAN Tuftelin-interacting protein 11 OS=Homo sapiens GN=TFIP11 PE=1 SV=1,Q9UBB9,-0.02125164636129884,0.595766015741375,0.011923782236203653,0.487051555743064,0.0477943749365577,0.384249659023558,0.169086845683734,0.220479980155005,False
PG244093,Q8NFW8,sp|Q8NFW8|NEUA_HUMAN N-acylneuraminate cytidylyltransferase OS=Homo sapiens GN=CMAS PE=1 SV=2,Q8NFW8,0.08274073769532478,0.352237977313571,-0.025793379532184777,0.465534685887565,-0.10376591934727913,0.22851452240458,-0.1789005649164474,0.213323737157508,False
PG250727,Q9H3G5,sp|Q9H3G5|CPVL_HUMAN Probable serine carboxypeptidase CPVL OS=Homo sapiens GN=CPVL PE=1 SV=2,Q9H3G5,0.09524901350837688,0.439320064082329,0.23059868175388082,0.0576809039328636,-0.17290125465861067,0.151478380334955,-0.13728883304146122,0.270358934002249,False
PG254691,Q9P1Y6|Q9P1Y6-3|B7ZM65|A0A0J9YWD5|E9PJ24|F8WEF5|A0A0J9YYB5,sp|Q9P1Y6|PHRF1_HUMAN PHD and RING finger domain-containing protein 1 OS=Homo sapiens GN=PHRF1 PE=1 SV=3,Q9P1Y6,-0.09911928419286417,0.270591010374701,-0.19682397446783975,0.0207660626726521,0.07950723463991785,0.293867867425703,-0.0774444517828738,0.446247994273788,False
PG245504,Q5UIP0,sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2,Q5UIP0,-0.013863961076752964,0.653725669484886,-0.006260367121134576,0.536625168083494,0.06556337005316973,0.485805118751903,0.08958298786333241,0.558784598309355,False
PG247215,Q32P41,sp|Q32P41|TRM5_HUMAN tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens GN=TRMT5 PE=1 SV=2,Q32P41,-0.030621877342226104,0.588318808395282,0.036261618661068626,0.392190402539518,-0.044368293376423125,0.408596100143077,0.035362451406897234,0.582373841171007,False
PG246000,Q96EA4,sp|Q96EA4|SPDLY_HUMAN Protein Spindly OS=Homo sapiens GN=SPDL1 PE=1 SV=2,Q96EA4,-0.06788233795175208,0.473645290519736,-0.06279206091046888,0.329828598004666,-0.03742537309796477,0.42210593817619,-0.03394921788565924,0.573336619016003,False
PG254462,Q8TAD7|F8VQD4,tr|F8VQD4|F8VQD4_HUMAN Chromosome 12 open reading frame 75 (Fragment) OS=Homo sapiens GN=C12orf75 PE=1 SV=2,F8VQD4,0.009672026042816645,0.662323696237523,-0.12645162192753578,0.0503033295650608,0.04333980361748129,0.442207074119904,0.0012703003003088045,0.677637636186941,False
PG254422,Q53H96|A0A0A0MQS1,tr|A0A0A0MQS1|A0A0A0MQS1_HUMAN Pyrroline-5-carboxylate reductase OS=Homo sapiens GN=PYCRL PE=1 SV=1,A0A0A0MQS1,-0.07276375362442897,0.535738358033074,-0.06872989651967874,0.389874585353147,-0.2575391809674685,0.182055698167781,-0.10543235231536695,0.461371713893279,False
PG255960,Q92854,sp|Q92854|SEM4D_HUMAN Semaphorin-4D OS=Homo sapiens GN=SEMA4D PE=1 SV=1,Q92854,-0.08973644482350775,0.271986107481915,-0.07824993205245075,0.269638107286987,0.8341048180222536,0.0082331401526502,0.5928586418502534,0.0423591807430932,True
PG252237,Q01543,sp|Q01543|FLI1_HUMAN Friend leukemia integration 1 transcription factor OS=Homo sapiens GN=FLI1 PE=1 SV=1,Q01543,-0.021749621863197694,0.62947175722084,-0.0019210259569370429,0.540060059470757,0.021934410902890167,0.479696936413608,-0.08091086017779921,0.499320088555435,False
PG249359,Q8TD16|Q8TD16-2,sp|Q8TD16-2|BICD2_HUMAN Isoform 2 of Protein bicaudal D homolog 2 OS=Homo sapiens GN=BICD2,Q8TD16-2,0.012172626850247675,0.639758081096528,0.04994262514389578,0.322248195279799,0.03306083483913115,0.444429924652264,0.02564099658008459,0.607494024560006,False
PG248018,P10321|A2AEA2,tr|A2AEA2|A2AEA2_HUMAN HLA class I histocompatibility antigen; Cw-6 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=2,A2AEA2,0.010006859680086013,0.643214915432796,0.033239004351962545,0.421629552028559,0.1620333299899477,0.14350369789097,0.2667117887202889,0.225033210877663,False
PG250313,Q8WWK9|Q8WWK9-5,sp|Q8WWK9|CKAP2_HUMAN Cytoskeleton-associated protein 2 OS=Homo sapiens GN=CKAP2 PE=1 SV=1,Q8WWK9,-0.05318740742546469,0.562444511380683,0.003129349748730771,0.537660729572137,0.19323798090773325,0.308980728064461,0.21948716230173132,0.512705481879197,False
PG255635,Q6PCB5|Q6PCB5-2,sp|Q6PCB5|RSBNL_HUMAN Round spermatid basic protein 1-like protein OS=Homo sapiens GN=RSBN1L PE=1 SV=2,Q6PCB5,0.023245758128968577,0.635872333096908,-0.057345357080212045,0.466283967866938,-0.08385183626775351,0.350842229764273,-0.12162323705870248,0.345729140975022,False
PG249340,Q9NPI1,sp|Q9NPI1|BRD7_HUMAN Bromodomain-containing protein 7 OS=Homo sapiens GN=BRD7 PE=1 SV=1,Q9NPI1,-0.11266305245913429,0.271198586556594,-0.12359449335545532,0.105387568411396,0.14145405946594244,0.157381319865059,-0.18668633298873819,0.260140897969554,False
PG256537,Q15527,sp|Q15527|SURF2_HUMAN Surfeit locus protein 2 OS=Homo sapiens GN=SURF2 PE=1 SV=3,Q15527,0.019637476856439014,0.603679783000053,0.11242080417888606,0.146562678508476,0.22016022956198822,0.199752645115012,0.17511626253142334,0.199514198285775,False
PG254552,Q9BW91|Q9BW91-2,sp|Q9BW91|NUDT9_HUMAN ADP-ribose pyrophosphatase; mitochondrial OS=Homo sapiens GN=NUDT9 PE=1 SV=1,Q9BW91,-0.023192772656936048,0.597580364106822,0.05449378507500528,0.306999469252204,0.09261625013798855,0.374166981011524,-0.06198111682128243,0.495062163164501,False
PG250370,P33552,sp|P33552|CKS2_HUMAN Cyclin-dependent kinases regulatory subunit 2 OS=Homo sapiens GN=CKS2 PE=1 SV=1,P33552,0.06737803082126433,0.396898562439309,-0.006501315245299579,0.520844387434566,0.09477854268033992,0.381285956251291,0.26108463716555075,0.192851334716816,False
PG253382,Q5U5X0,sp|Q5U5X0|LYRM7_HUMAN Complex III assembly factor LYRM7 OS=Homo sapiens GN=LYRM7 PE=1 SV=1,Q5U5X0,-0.13426369830995144,0.18117986783462,-0.14796888629113225,0.083065472414806,-0.2693763643967046,0.108164817776894,-0.383783740351304,0.11792169923015,False
PG248223,Q12979,sp|Q12979|ABR_HUMAN Active breakpoint cluster region-related protein OS=Homo sapiens GN=ABR PE=2 SV=2,Q12979,-0.025081810039513413,0.572558995180019,0.11977166803644954,0.164019447264811,-0.23306865001661825,0.161162641628265,-0.2168467084641773,0.224128937346606,False
PG248808,Q9UJX6,sp|Q9UJX6|ANC2_HUMAN Anaphase-promoting complex subunit 2 OS=Homo sapiens GN=ANAPC2 PE=1 SV=1,Q9UJX6,-0.058205208237543514,0.488519089000336,-0.07021517113040533,0.327121124795579,-0.037504522490047515,0.422723135060046,-0.2642784784084113,0.20036745247756,False
PG251024,Q8N8A6,sp|Q8N8A6|DDX51_HUMAN ATP-dependent RNA helicase DDX51 OS=Homo sapiens GN=DDX51 PE=1 SV=3,Q8N8A6,0.0036864150488624017,0.665374588319523,-0.005686176706404263,0.546732049584003,-0.05579363069401455,0.377162817137453,0.03587126448271274,0.581351429984791,False
PG251969,Q13144,sp|Q13144|EI2BE_HUMAN Translation initiation factor eIF-2B subunit epsilon OS=Homo sapiens GN=EIF2B5 PE=1 SV=3,Q13144,0.07386914845567048,0.454550473764733,0.034664426886195976,0.460660182334914,-0.15633395145142762,0.137213597894207,-0.1234912771844291,0.316437206167797,False
PG249426,Q9NQY0|Q9NQY0-2|H7BYV6,sp|Q9NQY0|BIN3_HUMAN Bridging integrator 3 OS=Homo sapiens GN=BIN3 PE=1 SV=1,Q9NQY0,0.05744658277677329,0.507451188834975,0.08416744442963021,0.280920767474871,,,-0.14104997158049074,0.575733952160154,False
